question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What causes CREST syndrome ?,0001661-3,causes,"What causes CREST syndrome? In people with CREST syndrome, the immune system appears to stimulate cells called fibroblasts to produce excess amounts of collagen. Normally, fibroblasts synthesize collagen to help heal wounds, but in this case, the protein is produced even when it's not needed, forming thick bands of connective tissue around the cells of the skin, blood vessels and in some cases, the internal organs. Although an abnormal immune system response and the resulting production of excess collagen appears to be the main cause of limited scleroderma, researchers suspect that other factors may play a role, including: genetic factors, pregnancy, hormones, and environmental factors.",CREST syndrome,0001661,GARD,https://rarediseases.info.nih.gov/gard/12430/crest-syndrome,C0206138,T047,Disorders
How to diagnose CREST syndrome ?,0001661-4,exams and tests,"How is CREST syndrome diagnosed? CREST syndrome can be difficult to diagnose. Signs and symptoms vary widely and often resemble those of other connective tissue and autoimmune diseases. Further complicating matters is that limited scleroderma sometimes occurs with other autoimmune conditions  such as polymyositis, lupus and rheumatoid arthritis.   A blood sample can be tested for antibodies that are frequently found in the blood of people with limited scleroderma. But this isn't a definitive test because not everyone with limited scleroderma has these antibodies. Sometimes doctors take a small sample of skin that's then examined under a microscope in a laboratory. Biopsies can be helpful, but they can't definitively diagnose limited scleroderma either.  Along with a blood test and skin biopsy, additional tests to identify lung, heart or gastrointestinal complications may also be conducted.",CREST syndrome,0001661,GARD,https://rarediseases.info.nih.gov/gard/12430/crest-syndrome,C0206138,T047,Disorders
What is (are) Creutzfeldt-Jakob disease ?,0001663-1,information,"Creutzfeldt-Jakob disease (CJD) is a rare fatal brain disorder that usually occurs later in life and runs a rapid course. In the early stages of the disease, patients may have failing memory, behavior changes, impaired coordination, and vision problems. As CJD progresses, mental deterioration becomes severe, and they can have uncontrolled movements, blindness, weakness, and go into a coma. This condition often leads to death within a few weeks or months after symptoms begin. About 90 percent of patients do not survive for more than one year. In the United States, about 300 people are diagnosed with this condition each year. It occurs in approximately one in every one million people worldwide. CJD can be very difficult to diagnose because it is similar to other forms of dementia. The only way to confirm the diagnosis is to test a small sample of brain tissue, which can be done by brain biopsy or autopsy. CJD is caused by the build up of abnormal prion proteins in the brain. For most patients, the reason for the abnormal prions is unknown (sporadic CJD). About 5 to 10 percent of cases are due to an inherited genetic mutation associated with CJD (familial CJD). This condition can also be acquired through contact with infected brain tissue (iatrogenic CJD) or consuming infected beef (variant CJD). There is no specific treatment for CJD, so the goal is to make a person as comfortable as possible.",Creutzfeldt-Jakob disease,0001663,GARD,https://rarediseases.info.nih.gov/gard/6956/creutzfeldt-jakob-disease,C0022336,T047,Disorders
What are the symptoms of Creutzfeldt-Jakob disease ?,0001663-2,symptoms,"What are the signs and symptoms of Creutzfeldt-Jakob disease? Creutzfeldt-Jakob disease (CJD) is characterized by rapidly progressive dementia. Initially, patients experience problems with muscular coordination; personality changes, including impaired memory, judgment, and thinking; and impaired vision. People with the disease also may experience insomnia, depression, or unusual sensations. CJD does not cause a fever or other flu-like symptoms. As the illness progresses, the patients mental impairment becomes severe. They often develop involuntary muscle jerks called myoclonus, and they may go blind. They eventually lose the ability to move and speak and enter a coma. Pneumonia and other infections often occur in these patients and can lead to death. There are several known variants of CJD. These variants differ somewhat in the symptoms and course of the disease. For example, a variant form of the disease-called new variant or variant (nv-CJD, v-CJD), described in Great Britain and France-begins primarily with psychiatric symptoms, affects younger patients than other types of CJD, and has a longer than usual duration from onset of symptoms to death. Another variant, called the panencephalopathic form, occurs primarily in Japan and has a relatively long course, with symptoms often progressing for several years. Scientists are trying to learn what causes these variations in the symptoms and course of the disease. The Human Phenotype Ontology provides the following list of signs and symptoms for Creutzfeldt-Jakob disease. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Increased CSF protein 5% Anxiety - Apathy - Aphasia - Autosomal dominant inheritance - Confusion - Delusions - Dementia - Depression - Extrapyramidal muscular rigidity - Gait ataxia - Hallucinations - Hemiparesis - Irritability - Loss of facial expression - Memory impairment - Myoclonus - Personality changes - Rapidly progressive - Supranuclear gaze palsy - Visual impairment - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Creutzfeldt-Jakob disease,0001663,GARD,https://rarediseases.info.nih.gov/gard/6956/creutzfeldt-jakob-disease,C0022336,T047,Disorders
What causes Creutzfeldt-Jakob disease ?,0001663-3,causes,"What causes Creutzfeldt-Jakob disease? Some researchers believe an unusual 'slow virus' or another organism causes Creutzfeldt-Jakob disease (CJD). However, they have never been able to isolate a virus or other organism in people with the disease. Furthermore, the agent that causes CJD has several characteristics that are unusual for known organisms such as viruses and bacteria. It is difficult to kill, it does not appear to contain any genetic information in the form of nucleic acids (DNA or RNA), and it usually has a long incubation period before symptoms appear. In some cases, the incubation period may be as long as 40 years. The leading scientific theory at this time maintains that CJD and the other TSEs are caused by a type of protein called a prion. Prion proteins occur in both a normal form, which is a harmless protein found in the bodys cells, and in an infectious form, which causes disease. The harmless and infectious forms of the prion protein have the same sequence of amino acids (the 'building blocks' of proteins) but the infectious form of the protein takes a different folded shape than the normal protein. Sporadic CJD may develop because some of a persons normal prions spontaneously change into the infectious form of the protein and then alter the prions in other cells in a chain reaction. Once they appear, abnormal prion proteins aggregate, or clump together. Investigators think these protein aggregates may lead to the neuron loss and other brain damage seen in CJD. However, they do not know exactly how this damage occurs. About 5 to 10 percent of all CJD cases are inherited. These cases arise from a mutation, or change, in the gene that controls formation of the normal prion protein. While prions themselves do not contain genetic information and do not require genes to reproduce themselves, infectious prions can arise if a mutation occurs in the gene for the bodys normal prion protein. If the prion protein gene is altered in a persons sperm or egg cells, the mutation can be transmitted to the persons offspring. Several different mutations in the prion gene have been identified. The particular mutation found in each family affects how frequently the disease appears and what symptoms are most noticeable. However, not all people with mutations in the prion protein gene develop CJD.",Creutzfeldt-Jakob disease,0001663,GARD,https://rarediseases.info.nih.gov/gard/6956/creutzfeldt-jakob-disease,C0022336,T047,Disorders
How to diagnose Creutzfeldt-Jakob disease ?,0001663-4,exams and tests,"How is Creutzfeldt-Jakob disease diagnosed? There is currently no single diagnostic test for Creutzfeldt-Jakob disease (CJD). When a doctor suspects CJD, the first concern is to rule out treatable forms of dementia such as encephalitis (inflammation of the brain) or chronic meningitis. A neurological examination will be performed and the doctor may seek consultation with other physicians. Standard diagnostic tests will include a spinal tap to rule out more common causes of dementia and an electroencephalogram (EEG) to record the brains electrical pattern, which can be particularly valuable because it shows a specific type of abnormality in CJD. Computerized tomography of the brain can help rule out the possibility that the symptoms result from other problems such as stroke or a brain tumor. Magnetic resonance imaging (MRI) brain scans also can reveal characteristic patterns of brain degeneration that can help diagnose CJD. The only way to confirm a diagnosis of CJD is by brain biopsy or autopsy. In a brain biopsy, a neurosurgeon removes a small piece of tissue from the patients brain so that it can be examined by a neuropathologist. This procedure may be dangerous for the patient, and the operation does not always obtain tissue from the affected part of the brain. Because a correct diagnosis of CJD does not help the patient, a brain biopsy is discouraged unless it is needed to rule out a treatable disorder. In an autopsy, the whole brain is examined after death. Scientists are working to develop laboratory tests for CJD. One such test, developed at the National Institute of Neurological Disorders and Stroke (NINDS) at the National Institutes of Health (NIH), studies a person's cerebrospinal fluid to see of it contains a protein marker that indicates neuronal degeneration.This can help to diagnose CJD in people who already show the clinical symptoms of the disease. This test is much easier and safer than a brain biopsy. The false positive rate is about 5 to 10 percent. Scientists are working to develop this test for use in commercial laboratories. They are also working to develop other tests for this disorder.",Creutzfeldt-Jakob disease,0001663,GARD,https://rarediseases.info.nih.gov/gard/6956/creutzfeldt-jakob-disease,C0022336,T047,Disorders
What are the treatments for Creutzfeldt-Jakob disease ?,0001663-5,treatment,"How might Creutzfeldt-Jakob disease be treated? There is no treatment that can cure or control Creutzfeldt-Jakob disease (CJD). Researchers have tested many drugs, including amantadine, steroids, interferon, acyclovir, antiviral agents, and antibiotics. Studies of a variety of other drugs are now in progress. However, so far none of these treatments has shown any consistent benefit in humans. Current treatment for CJD is aimed at alleviating symptoms and making the patient as comfortable as possible. Opiate drugs can help relieve pain if it occurs, and the drugs clonazepam and sodium valproate may help relieve myoclonus. During later stages of the disease, changing the persons position frequently can keep him or her comfortable and helps prevent bedsores. A catheter can be used to drain urine if the patient cannot control bladder function, and intravenous fluids and artificial feeding also may be used.",Creutzfeldt-Jakob disease,0001663,GARD,https://rarediseases.info.nih.gov/gard/6956/creutzfeldt-jakob-disease,C0022336,T047,Disorders
What is (are) Cri du chat syndrome ?,0001664-1,information,"Cri du chat syndrome, also known as 5p- (5p minus) syndrome or cat cry syndrome, is a genetic condition that is caused by the deletion of genetic material on the small arm (the p arm) of chromosome 5. Infants with this condition often have a high-pitched cry that sounds like that of a cat. The disorder is characterized by intellectual disability and delayed development, small head size, low birth weight, weak muscle tone in infancy, and distinctive facial features. While cri du chat syndrome is a genetic condition, most cases are not inherited.",Cri du chat syndrome,0001664,GARD,https://rarediseases.info.nih.gov/gard/6213/cri-du-chat-syndrome,C0010314,T019,Disorders
What are the symptoms of Cri du chat syndrome ?,0001664-2,symptoms,"What are the signs and symptoms of Cri du chat syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Cri du chat syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of chromosome segregation 90% Abnormality of the voice 90% Cognitive impairment 90% Epicanthus 90% Low-set, posteriorly rotated ears 90% Microcephaly 90% Muscular hypotonia 90% Round face 90% Wide nasal bridge 90% Abnormality of the palate 50% Hypertelorism 50% Intrauterine growth retardation 50% Scoliosis 50% Short neck 50% Short palm 50% Short stature 50% Abnormality of bone mineral density 7.5% Finger syndactyly 7.5% Hernia of the abdominal wall 7.5% Joint hypermobility 7.5% Preauricular skin tag 7.5% Recurrent fractures 7.5% Abnormality of cardiovascular system morphology - Abnormality of the kidney - Abnormality of the pinna - Aggressive behavior - Anterior open-bite malocclusion - Anxiety - Autism - Bifid uvula - Cat cry - Cataract - Conspicuously happy disposition - Cryptorchidism - Delayed speech and language development - Diastasis recti - Difficulty walking - Downturned corners of mouth - Echolalia - Facial asymmetry - Facial grimacing - Feeding difficulties in infancy - Functional respiratory abnormality - Gastroesophageal reflux - Growth delay - Hearing impairment - High axial triradius - High palate - Hyperactivity - Hyperacusis - Hypertonia - Hypospadias - Inguinal hernia - Intellectual disability - Long face - Low-set ears - Microretrognathia - Myopia - Narrow face - Neonatal hypotonia - Oppositional defiant disorder - Optic atrophy - Oral cleft - Overfriendliness - Pes planus - Premature graying of hair - Prominent supraorbital ridges - Recurrent infections in infancy and early childhood - Self-mutilation - Short attention span - Short metacarpal - Short metatarsal - Short philtrum - Single transverse palmar crease - Small for gestational age - Sporadic - Stenosis of the external auditory canal - Stereotypic behavior - Strabismus - Syndactyly - Thick lower lip vermilion - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Cri du chat syndrome,0001664,GARD,https://rarediseases.info.nih.gov/gard/6213/cri-du-chat-syndrome,C0010314,T019,Disorders
What causes Cri du chat syndrome ?,0001664-3,causes,"What causes cri du chat syndrome? Cri du chat syndrome is caused by a deletion of the end of the short (p) arm of chromosome 5. This chromosomal change is written as 5p-. The size of the deletion varies among affected individuals but studies suggest that larger deletions tend to result in more severe intellectual disability and developmental delay than smaller deletions. The signs and symptoms of cri du chat syndrome are probably related to the loss of multiple genes on the short arm of chromosome 5. Researchers believe that the loss of a specific gene, CTNND2, is associated with severe intellectual disability in some people with this condition. They are working to determine how the loss of other genes in this region contributes to the characteristic features of cri du chat syndrome.",Cri du chat syndrome,0001664,GARD,https://rarediseases.info.nih.gov/gard/6213/cri-du-chat-syndrome,C0010314,T019,Disorders
Is Cri du chat syndrome inherited ?,0001664-4,inheritance,"Is cri du chat syndrome inherited? Most cases of cri du chat syndrome are not inherited. The deletion occurs most often as a random event during the formation of reproductive cells (eggs or sperm) or in early fetal development. Most affected individuals do not have a history of the disorder in their family.  About 10 percent of people with cri du chat syndrome inherit the chromosome abnormality from an unaffected parent. In these cases, the parent carries a chromosomal rearrangement called a balanced translocation, in which no genetic material is gained or lost. Balanced translocations  usually do not cause any health problems; however, they can become unbalanced as they are passed to the next generation. Children who inherit an unbalanced translocation can have a chromosomal rearrangement with extra or missing genetic material. Individuals with cri du chat syndrome who inherit an unbalanced translocation are missing genetic material from the short arm of chromosome 5. This results in the intellectual disability and other health problems characteristic of the disorder.",Cri du chat syndrome,0001664,GARD,https://rarediseases.info.nih.gov/gard/6213/cri-du-chat-syndrome,C0010314,T019,Disorders
What are the treatments for Cri du chat syndrome ?,0001664-5,treatment,"How might cri du chat syndrome be treated? While there is no specific treatment available for cri du chat syndrome, early intervention is recommended in the areas of physical therapy (achieving physical and motor milestones such as sitting and standing up), communication (speech therapy, sign language instruction), behavioral modification (for hyperactivity, short attention span, aggression), and learning (special education). Because symptoms may vary from individual to individual, we recommend discussing these options with a health care professional to develop a personalized plan for therapy.",Cri du chat syndrome,0001664,GARD,https://rarediseases.info.nih.gov/gard/6213/cri-du-chat-syndrome,C0010314,T019,Disorders
"What is (are) Crigler Najjar syndrome, type 1 ?",0001665-1,information,"Crigler Najjar syndrome, type 1 is an inherited disorder in which bilirubin, a substance made by the liver, cannot be broken down. This condition occurs when the enzyme that normally converts bilirubin into a form that can easily be removed from the body does not work correctly. Without this enzyme, bilirubin can build up in the body and lead to jaundice and damage to the brain, muscles, and nerves. Crigler Najjar syndrome, type 1 is caused by mutations in the UGT1A1 gene. The condition is inherited in an autosomal recessive manner. Treatment relies on regular phototherapy throughout life. Blood transfusions and calcium compounds have also been used. Liver transplantation may be considered in some individuals.","Crigler Najjar syndrome, type 1",0001665,GARD,https://rarediseases.info.nih.gov/gard/47/crigler-najjar-syndrome-type-1,C0796083,T047,Disorders
"What are the symptoms of Crigler Najjar syndrome, type 1 ?",0001665-2,symptoms,"What are the signs and symptoms of Crigler Najjar syndrome, type 1? The Human Phenotype Ontology provides the following list of signs and symptoms for Crigler Najjar syndrome, type 1. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the liver 90% Hearing impairment 7.5% Memory impairment 7.5% Ophthalmoparesis 7.5% Seizures 7.5% Autosomal recessive inheritance - Encephalopathy - Jaundice - Kernicterus - Unconjugated hyperbilirubinemia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","Crigler Najjar syndrome, type 1",0001665,GARD,https://rarediseases.info.nih.gov/gard/47/crigler-najjar-syndrome-type-1,C0796083,T047,Disorders
"What is (are) Crigler Najjar syndrome, type 2 ?",0001666-1,information,"Crigler Najjar syndrome, type 2 is caused by mutations in the UGT1A1 gene. The gene mutation causes the body to be unable to make adequate enzyme to convert bilirubin into a form that can easily be removed from the body. Without this enzyme, bilirubin can build up in the body and lead to extraordinarily yellow skin and eyes (jaundice). This condition is less severe than the type 1 form, however the severity of type II can vary greatly. Almost all patients with Crigler Najjar syndrome, type 2 develop normally, but there is a risk for some neurologic damage from kernicterus (bilirubin accumulation in the brain). In general people with type 2 Crigler Najjar syndrome have serum bilirubin levels ranging from 20 to 45 mg/dL. Phenobarbital treatment is the standard therapy for this condition and can often help to drastically reduce the bilirubin levels.","Crigler Najjar syndrome, type 2",0001666,GARD,https://rarediseases.info.nih.gov/gard/8683/crigler-najjar-syndrome-type-2,C0796083,T047,Disorders
"What are the symptoms of Crigler Najjar syndrome, type 2 ?",0001666-2,symptoms,"What are the signs and symptoms of Crigler Najjar syndrome, type 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Crigler Najjar syndrome, type 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the liver 90% Autosomal recessive inheritance - Jaundice - Unconjugated hyperbilirubinemia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","Crigler Najjar syndrome, type 2",0001666,GARD,https://rarediseases.info.nih.gov/gard/8683/crigler-najjar-syndrome-type-2,C0796083,T047,Disorders
"What are the treatments for Crigler Najjar syndrome, type 2 ?",0001666-3,treatment,"How might Crigler Najjar syndrome, type 2 be treated? Treatment for Crigler Najjar syndrome, type 2 is based on trying to reduce bilirubin levels. As a result it is commonly treated with aggressive phototherapy and phenobarbitol. For severe disease, calcium gluconate, intravenous fluids, and albumin may be recommended. Severely affected patients have been treated with plasmapheresis and even liver transplantation. These options may be most relevant for individuals with the more severe type I disease. In type II disease, much of the literature supports that long-term reduction in serum bilirubin levels can be achieved with continued administration of phenobarbital. We recommend that you continue to work closely with your primary health care provider in monitoring your bilirubin levels and the effectiveness of the prescribed therapy.","Crigler Najjar syndrome, type 2",0001666,GARD,https://rarediseases.info.nih.gov/gard/8683/crigler-najjar-syndrome-type-2,C0796083,T047,Disorders
What are the symptoms of Crisponi syndrome ?,0001667-1,symptoms,"What are the signs and symptoms of Crisponi syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Crisponi syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Anteverted nares 90% Camptodactyly of finger 90% Full cheeks 90% Hyperhidrosis 90% Hypertonia 90% Hypohidrosis 90% Kyphosis 90% Large face 90% Long philtrum 90% Malignant hyperthermia 90% Respiratory insufficiency 90% Scoliosis 90% Sudden cardiac death 90% Abnormality of the palate 50% Cognitive impairment 50% Limitation of joint mobility 50% Narrow mouth 7.5% Seizures 7.5% The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Crisponi syndrome,0001667,GARD,https://rarediseases.info.nih.gov/gard/1611/crisponi-syndrome,C1832409,T047,Disorders
What are the symptoms of Crome syndrome ?,0001670-1,symptoms,"What are the signs and symptoms of Crome syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Crome syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the renal tubule 90% Aplasia/Hypoplasia of the cerebellum 90% Cataract 90% Cognitive impairment 90% Encephalitis 90% Seizures 90% Nystagmus 50% Acute tubular necrosis - Autosomal recessive inheritance - Cerebellar dysplasia - Congenital cataract - Encephalopathy - Intellectual disability - Short stature - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Crome syndrome,0001670,GARD,https://rarediseases.info.nih.gov/gard/1614/crome-syndrome,C0795914,T047,Disorders
What is (are) Cronkhite-Canada disease ?,0001671-1,information,"Cronkhite-Canada syndrome is a rare gastrointestinal disorder characterized by widespread colon polyps, unhealthy looking (dystrophic) nails, hair loss (alopecia), darkening skin (such as on the hands, arms, neck and face), diarrhea, weight loss, stomach pain, and/or excess fluid accumulation in arms and legs (peripheral edema). The cause of the condition is not known. Treatment aims to control symptoms and provide adequate nutrition.",Cronkhite-Canada disease,0001671,GARD,https://rarediseases.info.nih.gov/gard/4427/cronkhite-canada-disease,C0238386,T047,Disorders
What are the symptoms of Cronkhite-Canada disease ?,0001671-2,symptoms,"What are the signs and symptoms of Cronkhite-Canada disease? The Human Phenotype Ontology provides the following list of signs and symptoms for Cronkhite-Canada disease. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of nail color 90% Abnormality of the fingernails 90% Alopecia 90% Generalized hyperpigmentation 90% Hypoplastic toenails 90% Intestinal polyposis 90% Malabsorption 90% Neoplasm of the colon 90% Neoplasm of the stomach 90% Abdominal pain 50% Anemia 50% Anorexia 50% Aplasia/Hypoplasia of the eyebrow 50% Autoimmunity 50% Gastrointestinal hemorrhage 50% Hypopigmented skin patches 50% Lymphedema 50% Neoplasm of the small intestine 50% Abnormality of the sense of smell 7.5% Cataract 7.5% Congestive heart failure 7.5% Decreased body weight 7.5% Feeding difficulties in infancy 7.5% Furrowed tongue 7.5% Glomerulopathy 7.5% Hepatomegaly 7.5% Hypoproteinemia 7.5% Hypothyroidism 7.5% Macrocephaly 7.5% Paresthesia 7.5% Seizures 7.5% Splenomegaly 7.5% Tapered finger 7.5% Cachexia - Clubbing - Clubbing of fingers - Diarrhea - Gastrointestinal carcinoma - Glossitis - Hamartomatous polyposis - Hematochezia - Hyperpigmentation of the skin - Hypocalcemia - Hypokalemia - Hypomagnesemia - Muscle weakness - Nail dysplasia - Nail dystrophy - Protein-losing enteropathy - Sporadic - Thromboembolism - Vomiting - Xerostomia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Cronkhite-Canada disease,0001671,GARD,https://rarediseases.info.nih.gov/gard/4427/cronkhite-canada-disease,C0238386,T047,Disorders
What is (are) Crusted scabies ?,0001676-1,information,"Crusted scabies (also called Norwegian scabies) is a severe form of scabies that most often occurs in people who have a weakened immune system, neurological disease, the elderly, the disabled, or those who are mentally incapacitated. It is characterized by thick crusts of skin that contain large numbers of scabies mites and eggs. The usual features of scabies (itching and a rash) are often absent. Crusted scabies  is very contagious and can spread easily both by direct skin-to-skin contacts and through contaminated items such as clothing, bedding, and furniture. People with crusted scabies should receive quick and agressive medical treatment for their infestation to prevent outbreaks of scabies. Ivermectin is commonly used to treat this form of scabies.",Crusted scabies,0001676,GARD,https://rarediseases.info.nih.gov/gard/12151/crusted-scabies,C0036262,T047,Disorders
What is (are) Cryptogenic organizing pneumonia ?,0001681-1,information,"Cryptogenic organizing pneumonia (COP) is a form of idiopathic interstitial pneumonia characterized by lung inflammation and scarring that obstructs the small airways and air sacs of the lungs (alveoli). Signs and symptoms may include flu-like symptoms such as cough, fever, malaise, fatigue and weight loss. COP often affects adults in midlife (40 to 60 years of age). The exact underlying cause of the condition is unknown (idiopathic). Treatment varies based on the severity of the condition but generally includes glucocorticoids.",Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
What are the symptoms of Cryptogenic organizing pneumonia ?,0001681-2,symptoms,What are the signs and symptoms of cryptogenic organizing pneumonia? Signs and symptoms of cryptogenic organizing pneumonia (COP) vary but may include: Persistent nonproductive cough Difficult or labored breathing Fever Malaise Weight loss Hemoptysis (rare),Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
What causes Cryptogenic organizing pneumonia ?,0001681-3,causes,"What causes cryptogenic organizing pneumonia? The underlying cause of cryptogenic organizing pneumonia (COP) is unknown (idiopathic). Organizing pneumonia is specifically diagnosed as COP when, among other characteristics, no definite cause for the organizing pneumonia is found. In other words, any known cause for the pneumonia must be ruled out before stating that a person is affected by COP. Other forms of organizing pneumonia may result from infection (bacteria, viruses, parasites, or fungi); drugs; or a reaction to radiation therapy for breast cancer. Organizing pneumonia can also be associated with specific disorders such as certain connective tissue disorders, blood malignancies (cancers), or ulcerative colitis.",Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
Is Cryptogenic organizing pneumonia inherited ?,0001681-4,inheritance,"Is cryptogenic organizing pneumonia inherited? We are not aware of any familial cases of cryptogenic organizing pneumonia (COP) in the medical literature, and to our knowledge, there is no evidence that some people may be genetically predisposed to developing COP.",Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
How to diagnose Cryptogenic organizing pneumonia ?,0001681-5,exams and tests,How is cryptogenic organizing pneumonia diagnosed? A diagnosis of cryptogenic organizing pneumonia is often suspected based on the presence of characteristic signs and symptoms once other conditions that cause similar features have been excluded. This includes ruling out other known causes of organizing pneumonia. Additional testing such as a computed tomography (CT) scan or lung biopsy can confirm the diagnosis.,Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
What are the treatments for Cryptogenic organizing pneumonia ?,0001681-6,treatment,"How might cryptogenic organizing pneumonia be treated? The treatment of cryptogenic organizing pneumonia (COP) generally depends on the severity of the condition. For example, people who are mildly affected may simply be monitored as some cases can improve on their own. Unfortunately, the majority of people with COP have persistent and/or progressive symptoms that will require therapy. In these cases, oral or intravenous glucocorticoids can be given which often result in rapid improvement of symptoms.",Cryptogenic organizing pneumonia,0001681,GARD,https://rarediseases.info.nih.gov/gard/1620/cryptogenic-organizing-pneumonia,C0242770,T047,Disorders
