question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What is (are) Developmental reading disorder ?,0001171-1,information,Developmental reading disorder is a reading disability that occurs when the brain does not properly recognize and process certain symbols. It is also called dyslexia. ,Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What causes Developmental reading disorder ?,0001171-2,causes,Developmental reading disorder (DRD) or dyslexia occurs when there is a problem in areas of the brain that help interpret language. It is not caused by vision problems. The disorder is an information processing problem. It does not interfere with thinking ability. Most people with DRD have normal or above-average intelligence.  DRD may appear with other problems. These can include  developmental writing disorder  and  developmental arithmetic disorder . The condition often runs in families.,Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What are the symptoms of Developmental reading disorder ?,0001171-3,symptoms,"A person with DRD may have trouble rhyming and separating sounds that make up spoken words. These abilities affect learning to read. A child's early reading skills are based on word recognition. That involves being able to separate out the sounds in words and match them with letters and groups of letters. People with DRD have trouble connecting the sounds of language to the letters of words. This may also create problems in understanding sentences. True dyslexia is much broader than simply confusing or transposing letters. For example, mistaking a ""b"" and a ""d."" In general, symptoms of DRD may include problems with: Determining the meaning of a simple sentence, Learning to recognize written words, Rhyming words, ",Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
How to diagnose Developmental reading disorder ?,0001171-4,exams and tests,"It is important for a health care provider to rule out other causes of learning and reading disabilities, such as: Emotional disorders,  Intellectual disability , Brain diseases, Certain cultural and education factors ,  Before diagnosing DRD, the provider will: Perform a complete medical exam, including a neurological exam., Ask questions about the person's developmental, social, and school performance., Ask if anyone else in the family has had dyslexia. ,  Psychoeducational testing and psychological assessment may be done.",Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What are the treatments for Developmental reading disorder ?,0001171-5,treatment,"A different approach is needed for each person with DRD. An individual education plan should be considered for each child with the condition. The following may be recommended: Extra learning assistance, called remedial instruction, Private, individual tutoring, Special day classes ,  Positive reinforcement is important. Many students with learning disabilities have poor self-esteem. Psychological counseling may be helpful.",Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What is the outlook for Developmental reading disorder ?,0001171-6,outlook,Specialized help (called remedial instruction) can help improve reading and comprehension.,Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What are the complications of Developmental reading disorder ?,0001171-7,complications,"DRD may lead to: Problems in school, including behavior problems, Loss of self-esteem, Reading problems that continue, Problems with job performance , ",Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
Do I need to see a doctor for Developmental reading disorder ?,0001171-8,when to contact a medical professional,Contact your provider if your child appears to be having trouble learning to read.,Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
How to prevent Developmental reading disorder ?,0001171-9,prevention,"Learning disorders tend to run in families. It is important to notice and recognize the warning signs. The earlier the disorder is discovered, the better the outcome. ",Developmental reading disorder,0001171,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001406.htm,C0920296,T048,Disorders
What is (are) Devices for hearing loss ?,0001172-1,information,"If you are  living with hearing loss , you know that it takes extra effort to communicate with others. There are many different devices that can improve your ability to communicate. This can help reduce stress for you and those around you. These devices can improve your life in numerous ways. You can avoid becoming socially isolated., You can remain more independent., You can be safer wherever you are. , ",Devices for hearing loss,0001172,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000359.htm,C0011053,T033,Disorders
Do you have information about Dexamethasone suppression test,0001173-1,information,The dexamethasone suppression test measures whether cortisol secretion by the adrenal gland can be suppressed. It can also help assess the reason for an excess of cortisol in your body such as if it is due to an excess of adrenocorticotrophic hormone (ACTH) secretion by the pituitary.,Dexamethasone suppression test,0001173,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003694.htm,,,
What is (are) Dextrocardia ?,0001174-1,information,"Dextrocardia is a condition in which the heart is pointed toward the right side of the chest. Normally, the heart points toward the left. The condition is present at birth (congenital).",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
What causes Dextrocardia ?,0001174-2,causes,"During the early weeks of pregnancy, the baby's heart develops. Sometimes, it turns so that it points to the right side of the chest instead of the left side. The reasons for this are unclear. There are several types of dextrocardia. Many types involve other defects of the heart and abdomen area. In the simplest type of dextrocardia, the heart is a mirror image of the normal heart and there are no other problems. This condition is rare. When this occurs, the organs of the abdomen and the lungs will often also be arranged in a mirror image. For example, the liver will be on the left side instead of the right. Some people with mirror-image dextrocardia have a problem with the fine hairs (cilia) that filter the air going into their nose and air passages. This condition is called Kartagener syndrome. In the more common types of dextrocardia, other heart defects are also present. The most common of these include:  Double outlet right ventricle  (the aorta connects to the right ventricle instead of to the left ventricle),  Endocardial cushion defect  (the walls separating all 4 chambers of the heart are poorly formed or absent),  Pulmonary stenosis  (narrowing of the pulmonary valve) or  atresia  (pulmonary valve does not form properly), Single ventricle (instead of two ventricles, there is a single ventricle),  Transposition of the great vessels  (the aorta and pulmonary artery are switched),  Ventricular septal defect  (hole in the wall that separates the right and left ventricles of the heart) ,  The abdominal and chest organs in babies with dextrocardia may be abnormal and may not work correctly. A very serious syndrome that appears with dextrocardia is called heterotaxy. In this condition, many of the organs are not in their usual places and may not work properly. For example, the spleen may be completely missing. The spleen is an important part of the immune system, so babies born without this organ are in danger of severe bacterial infections and death. In another form of heterotaxy, several small spleens exist, but they may not work correctly. Heterotaxy may also include: Abnormal gallbladder system, Problems with the lungs, Problems with the structure or position of the intestines, Severe heart defects, Abnormalities of the blood vessels ,  Possible risk factors for dextrocardia include a family history of the condition.",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
What are the symptoms of Dextrocardia ?,0001174-3,symptoms,"There are no symptoms of dextrocardia if the heart is normal. Conditions that may include dextrocardia may cause the following symptoms: Bluish skin, Difficulty breathing, Failure to grow and gain weight, Fatigue, Jaundice (yellow skin and eyes), Pale skin (pallor), Repeated sinus or lung infections, ",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
How to diagnose Dextrocardia ?,0001174-4,exams and tests,"The health care provider will perform a physical exam and ask about the symptoms. Tests to diagnose dextrocardia include: Chest x-ray,  CT scan of the heart ,  Electrocardiogram  (measures the electrical activity of the heart),  MRI of the heart ,  Echocardiogram  (to view the heart structures and blood flow inside the heart), ",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
What are the treatments for Dextrocardia ?,0001174-5,treatment,"A complete mirror image dextrocardia with no heart defects requires no treatment. It is important, however, to let the child's health care provider know the heart is on the right side of the chest. This information can be important in some exams and tests. The type of treatment needed depends on the heart or physical problems the infant may have in addition to dextrocardia. If heart defects are present with dextrocardia, the baby will most likely need surgery. Babies who are very ill may need to take medicines before they can have surgery. These medicines help the baby grow larger so surgery is easier to perform. Medicines include: Water pills (diuretics), Drugs that help the heart muscle pump more forcefully (inotropic agents), Drugs that lower blood pressure and ease the workload on the heart (ACE inhibitors) ,  The baby might also need surgery to correct problems in the organs of the abdomen. Children with Kartagener syndrome will need repeated treatment with antibiotics for sinus and lung infections. Children with a missing or abnormal spleen need long-term antibiotics. All children with heart defects may need to take antibiotics before surgeries or dental treatments.",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
What is the outlook for Dextrocardia ?,0001174-6,outlook,"Babies with simple dextrocardia have a normal life expectancy and should have no problems related to the location of the heart. When dextrocardia appears with other defects in the heart and elsewhere in the body, how well the baby does depends on the severity of the other problems. Babies and children without a spleen may have frequent infections. This is at least partially preventable with daily antibiotics.",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
What are the complications of Dextrocardia ?,0001174-7,complications,"Complications depend on whether dextrocardia is part of a larger syndrome, and whether other problems exist in the body. Complications include: Blocked intestines (due to a condition called intestinal malrotation), Heart failure, Infection (heterotaxy with no spleen), Infertility in males (Kartagener syndrome), Repeated pneumonias (Kartagener syndrome), Repeated sinus infections (Kartagener syndrome), Death, ",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
Do I need to see a doctor for Dextrocardia ?,0001174-8,when to contact a medical professional,"Contact your provider if your baby: Seems to get frequent infections,   Does not seem to gain weight  ,   Tires easily  ,  Seek emergency care if your baby has:   A bluish color to the skin  ,   Trouble breathing  ,   Yellow skin (jaundice)  , ",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
How to prevent Dextrocardia ?,0001174-9,prevention,"Some syndromes that include dextrocardia may run in families. If you have a family history of heterotaxy, talk to your provider before becoming pregnant. There are no known ways to prevent dextrocardia. However, avoiding the use of illegal drugs (especially cocaine) before and during pregnancy may lower the risk of this problem. Talk to your provider if you have diabetes. This condition may contribute to your risk of having a child with certain forms of dextrocardia.",Dextrocardia,0001174,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007326.htm,C3541877,T019,Disorders
Do you have information about Dextromethorphan overdose,0001175-1,information,"Dextromethorphan is a medicine that helps stop coughing. It is an opioid substance. Dextromethorphan overdose occurs when someone takes more than the normal or recommended amount of this medicine. This can be by accident or on purpose. This article is for information only. DO NOT use it to treat or manage an actual overdose. If you or someone you are with has an  overdose , call your local emergency number (such as 911), or your local poison control center can be reached directly by calling the national toll-free Poison Help hotline (1-800-222-1222) from anywhere in the United States.",Dextromethorphan overdose,0001175,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/002628.htm,,,
What is (are) DHEA-sulfate test ?,0001176-1,information,DHEA stands for dehydroepiandrosterone. It is a hormone produced by the adrenal glands in both men and women. It can be converted to other hormones that have weak male (androgenic) effects. The DHEA-sulfate test measures the amount of DHEA-sulfate in the blood.,DHEA-sulfate test,0001176,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003717.htm,C0456984,T033,Disorders
Who is at risk for DHEA-sulfate test? ?,0001176-8,susceptibility,No information found.,DHEA-sulfate test,0001176,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003717.htm,C0456984,T033,Disorders
What is (are) Diabetes ?,0001177-1,information,Diabetes is a long-term (chronic) disease in which the body cannot regulate the amount of sugar in the blood.,Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What causes Diabetes ?,0001177-2,causes,"Insulin is a hormone produced by the pancreas to control blood sugar. Diabetes can be caused by too little insulin, resistance to insulin, or both. To understand diabetes, it is important to first understand the normal process by which food is broken down and used by the body for energy. Several things happen when food is digested and absorbed: A sugar called glucose enters the bloodstream. Glucose is a source of fuel for the body., An organ called the pancreas makes insulin. The role of insulin is to move glucose from the bloodstream into muscle, fat, and other cells, where it can be stored or used as fuel. ,  People with diabetes have high blood sugar because their body cannot move sugar from the blood into muscle and fat cells to be burned or stored for energy, and/or because their liver makes too much glucose and releases it into the blood. This is because either: Their pancreas does not make enough insulin, Their cells do not respond to insulin normally (also called insulin resistance), Both of the above ,  There are two major types of diabetes. The causes and risk factors are different for each type: Type 1 diabetes  is less common. It can occur at any age, but it is most often diagnosed in children, teens, or young adults. In this disease, the body makes little or no insulin. This is because the pancreas cells that make insulin are damaged by an immune process and stop working. Daily injections of insulin are needed. The exact cause of the immune process is unknown.,  Type 2 diabetes  is more common. It most often occurs in adulthood, but because of high obesity rates, children and teens are now being diagnosed with this disease. Some people with type 2 diabetes do not know they have it. With type 2 diabetes, the body is resistant to insulin and doesn't use insulin as well as it should. Not all people with type 2 diabetes are overweight or obese., There are other causes of diabetes, and some people cannot be classified as type 1 or type 2. Examples include LADA (latent autoimmune diabetes in adults, a variant of type 1 diabetes), MODY (maturity-onset diabetes of the young), and diabetes due to other illnesses.,  Gestational diabetes  is high blood sugar that develops at any time during pregnancy in a woman who does not already have diabetes. If your parent, brother, or sister has diabetes, you are more likely to develop the disease.",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What are the symptoms of Diabetes ?,0001177-3,symptoms,"A high blood sugar level can cause several symptoms, including: Blurry vision, Excess thirst,  Fatigue , Frequent urination, Hunger, Weight loss ,  Because type 2 diabetes develops slowly, some people with high blood sugar have no symptoms. Symptoms of type 1 diabetes typically develop over a short period. People may be very sick by the time they are diagnosed. After many years, diabetes can lead to other serious problems. These problems are known as diabetes complications, and include: Eye problems , including trouble seeing (especially at night), light sensitivity, cataracts, and blindness, Sores and infections of the leg or foot, which if untreated, can lead to amputation of the leg or foot,  Damage to nerves in the body , causing pain, tingling, a loss of feeling, problems digesting food, and erectile dysfunction,  Kidney problems , which can lead to  kidney failure , Weakened immune system, which can lead to more frequent infections, Increased chance of having a  heart attack  or  stroke , ",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
How to diagnose Diabetes ?,0001177-4,exams and tests,"A  urine analysis  may show high urine sugar. But a urine test alone does not diagnose diabetes. Your health care provider may suspect that you have diabetes if your blood sugar level is 200 mg/dL or higher (11.1 mmol/L). To confirm the diagnosis, one or more of the following tests must be done. Blood tests: Fasting blood glucose level . Diabetes is diagnosed if the fasting glucose level is 126 mg/dL (7.0 mmol/L) or higher on two different tests, when the person is in their usual state of health. Levels between 100 and 125 mg/dL (5.5 and 7.0 mmol/L) are called impaired fasting glucose or prediabetes. These levels are risk factors for developing type 2 diabetes.,  Hemoglobin A1C  (A1C) test. Normal is less than 5.7%; prediabetes is 5.7% to 6.4%; and diabetes is 6.5% or higher.,  Oral glucose tolerance test . Diabetes is diagnosed if the glucose level is 200 mg/dL (11.1 mmol/L) or higher 2 hours after drinking a special 75 gram sugar drink (this test is used most often for type 2 diabetes and is rarely needed for type 1 diabetes). ,  Screening for type 2 diabetes in people who have no symptoms is recommended for: Overweight children  who have other risk factors for diabetes, starting at age 10 and repeated every 3 years,  Overweight  or obese adults (BMI of 25 kilograms per square meter or higher) starting at age 35 repeated every 3 years, Overweight women who have other risk factors such as  high blood pressure  who are planning to become pregnant, All adults age 35 or older, repeated every 3 years or at a younger age if the person has risk factors such as high blood pressure, or having a mother, father, sister, or brother with diabetes, ",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What are the treatments for Diabetes ?,0001177-5,treatment,"Type 2 diabetes can sometimes be reversed with lifestyle changes, especially losing weight with exercise and by eating different foods. Some cases of type 2 diabetes can also be improved with weight loss surgery. There is no cure for type 1 diabetes (except for a pancreas or islet cell transplant).  Treating either type 1 diabetes or type 2 diabetes involves nutrition, activity and medicines to control blood sugar level. Everyone with diabetes should receive proper education and support about the best ways to manage their diabetes. Ask your provider about seeing a certified diabetes care and education specialist (CDCES). Getting better control over your blood sugar, cholesterol, and blood pressure levels helps reduce the risk for kidney disease, eye disease, nervous system disease, heart attack, and stroke. To minimize diabetes complications, visit your provider at least 2 to 4 times a year. Talk about any problems you are having. Follow your provider's instructions on managing your diabetes.",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
Where to find support for people with Diabetes ?,0001177-6,support groups,"Many  resources  can help you understand more about diabetes. If you have diabetes, you can also learn ways to manage your condition and prevent diabetes complications.",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What is the outlook for Diabetes ?,0001177-7,outlook,"Diabetes is a lifelong disease for most people who have it. Tight control of blood glucose can prevent or delay diabetes complications. But these problems can occur, even in people with good diabetes control.",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What are the complications of Diabetes ?,0001177-8,complications,"After many years, diabetes can lead to serious health problems: You could have eye problems, including trouble seeing (especially at night), cataracts, and light sensitivity. You could become blind., Your feet and skin can develop sores and infections. After a long time, your foot or leg may need to be amputated. Infection can also cause pain and itching in other parts of the body., Diabetes may make it harder to control your blood pressure and cholesterol. This can lead to a heart attack, stroke, and other problems. It can become harder for blood to flow to your legs and feet., Nerves in your body can get damaged, causing pain, tingling, and numbness., Because of nerve damage, you could have problems digesting the food you eat. You could feel weakness or have trouble going to the bathroom. Nerve damage can make it harder for men to have an erection., High blood sugar and other problems can lead to kidney damage. Your kidneys may not work as well as they used to. They may even stop working so that you need dialysis or a kidney transplant., Your immune system can weaken, which can lead to frequent infections., ",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
How to prevent Diabetes ?,0001177-9,prevention,"Keeping an ideal body weight and an active lifestyle may prevent or delay the start of type 2 diabetes. If you're overweight, losing just 5% of your body weight can reduce your risk. Some medicines can also be used to delay or prevent the start of type 2 diabetes. At this time, type 1 diabetes cannot be prevented. But there is promising research that shows type 1 diabetes may be delayed in some high risk people.",Diabetes,0001177,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001214.htm,C0011860,T047,Disorders
What is (are) Diabetes - eye care ?,0001178-1,information,"Diabetes  can harm your eyes. It can damage the small blood vessels in your retina, which is the back part of your eye. This condition is called  diabetic retinopathy . Diabetes also increases your risk of having glaucoma, cataracts, and other eye problems. If you have diabetes, work with your health care provider to take good care of your eyes.",Diabetes - eye care,0001178,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000078.htm,C0011860,T047,Disorders
How to prevent Diabetes - eye care ?,0001178-4,prevention,No information found.,Diabetes - eye care,0001178,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000078.htm,C0011860,T047,Disorders
Do I need to see a doctor for Diabetes - eye care ?,0001178-6,when to contact a medical professional,No information found.,Diabetes - eye care,0001178,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000078.htm,C0011860,T047,Disorders
What is (are) Diabetes - foot ulcers ?,0001179-1,information,"If you have diabetes, you have an increased chance of developing foot sores, or ulcers, also called diabetic ulcers. Foot ulcers are a common reason for hospital stays for people with diabetes. It may take weeks or even several months for foot ulcers to heal. Diabetic ulcers are often painless (because of decreased sensation in the feet). Whether or not you have a foot ulcer, you will need to know how best to  take care of your feet .",Diabetes - foot ulcers,0001179,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000077.htm,C0011860,T047,Disorders
What is the outlook for Diabetes - foot ulcers ?,0001179-2,outlook,No information found.,Diabetes - foot ulcers,0001179,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000077.htm,C0011860,T047,Disorders
Do I need to see a doctor for Diabetes - foot ulcers ?,0001179-6,when to contact a medical professional,No information found.,Diabetes - foot ulcers,0001179,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000077.htm,C0011860,T047,Disorders
What is (are) Diabetes - keeping active ?,0001180-1,information,"If you have  diabetes , you may think that only vigorous exercise is helpful. But this is not true. Increasing your daily activity by any amount can help improve your health. And there are a lot of ways to add more activity to your day.",Diabetes - keeping active,0001180,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000084.htm,C0011860,T047,Disorders
Who is at risk for Diabetes - keeping active? ?,0001180-5,susceptibility,No information found.,Diabetes - keeping active,0001180,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000084.htm,C0011860,T047,Disorders
What is (are) Diabetes - low blood sugar - self-care ?,0001181-1,information,Low blood sugar  is a condition that occurs when your blood sugar (glucose) is lower than normal. Low blood sugar may occur in people with diabetes who are taking insulin or certain other medicines to control their diabetes. Low blood sugar can cause dangerous symptoms. Learn how to recognize the symptoms of low blood sugar and how to prevent them.,Diabetes - low blood sugar - self-care,0001181,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000085.htm,C0020615,T047,Disorders
What is (are) Diabetes - low blood sugar - self-care ?,0001181-2,information,Low blood sugar  is a condition that occurs when your blood sugar (glucose) is lower than normal. Low blood sugar may occur in people with diabetes who are taking insulin or certain other medicines to control their diabetes. Low blood sugar can cause dangerous symptoms. Learn how to recognize the symptoms of low blood sugar and how to prevent them.,Diabetes - low blood sugar - self-care,0001181,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000085.htm,C0020615,T047,Disorders
How to prevent Diabetes - low blood sugar - self-care ?,0001181-5,prevention,No information found.,Diabetes - low blood sugar - self-care,0001181,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000085.htm,C0020615,T047,Disorders
Do I need to see a doctor for Diabetes - low blood sugar - self-care ?,0001181-8,when to contact a medical professional,No information found.,Diabetes - low blood sugar - self-care,0001181,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000085.htm,C0020615,T047,Disorders
What is (are) Diabetes - preventing heart attack and stroke ?,0001182-1,information,"People with  diabetes  have a higher chance of having heart attacks and strokes than those without diabetes. Smoking and having high blood pressure and high cholesterol increase these risks even more. Controlling blood sugar, blood pressure, and cholesterol levels are very important for preventing heart attacks and strokes. See your doctor who treats your diabetes as often as instructed. During these visits, health care providers will check your cholesterol, blood sugar, and blood pressure. You may also be instructed to take medicines.",Diabetes - preventing heart attack and stroke,0001182,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000080.htm,C0038454,T047,Disorders
What is (are) Diabetes - resources ?,0001183-1,information,"The following sites provide further information on  diabetes : American Diabetes Association --  www.diabetes.org , Centers for Disease Control and Prevention --  www.cdc.gov/diabetes/index.html , Endocrine Society, Hormone Health Network --  www.endocrine.org/patient-engagement/endocrine-library/diabetes-and-endocrine-function , Juvenile Diabetes Research Foundation International --  www.jdrf.org , National Institute of Diabetes and Digestive and Kidney Diseases --  www.niddk.nih.gov/health-information/diabetes , National Library of Medicine, MedlinePlus --  medlineplus.gov/diabetes.html , Association of Diabetes Care & Education Specialists (ADCES) --  www.diabeteseducator.org/ ,  The following organizations have information on diabetes-related complications. Diabetic retinopathy resources: National Eye Institute --  www.nei.nih.gov/learn-about-eye-health/eye-conditions-and-diseases/diabetic-retinopathy , American Academy of Ophthalmology --  www.aao.org/eye-health/diseases/what-is-diabetic-retinopathy ,  Diabetic neuropathy (nerve pain) resources: American Chronic Pain Association --  www.acpanow.com , National Institute of Neurological Disorders and Stroke --  www.ninds.nih.gov/health-information/disorders/diabetic-neuropathy ,  Kidney disease resources: National Institute of Diabetes and Digestive and Kidney Diseases --  www.niddk.nih.gov/health-information/kidney-disease , National Kidney Foundation --  www.kidney.org/atoz/atozTopic_Diabetes , ",Diabetes - resources,0001183,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/002179.htm,C0011860,T047,Disorders
What is (are) Diabetes - taking care of your feet ?,0001184-1,information,"Diabetes  can damage the nerves and blood vessels in your feet. This damage can cause numbness and reduce feeling in your feet. As a result, your feet are more likely to become injured and may not heal well if they are injured. If you get a blister, you may not notice and it may get worse. Even small sores or blisters can become big problems if infection develops or they don't heal. A  diabetic foot ulcer  can result. Foot ulcers are a common reason for hospital stays for people with diabetes. Taking good care of your feet can help prevent diabetic foot ulcers. Untreated foot ulcers are the most common reason for toe, foot, and leg amputations in people with diabetes.",Diabetes - taking care of your feet,0001184,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000081.htm,C0580931,T047,Disorders
Do I need to see a doctor for Diabetes - taking care of your feet ?,0001184-4,when to contact a medical professional,No information found.,Diabetes - taking care of your feet,0001184,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000081.htm,C0580931,T047,Disorders
What is (are) Diabetes - tests and checkups ?,0001185-1,information,"People who take control of their own  diabetes  care by eating healthy foods, living an active lifestyle, and taking medicines as prescribed often have good control of their blood sugar levels. Still, regular health checkups and tests are needed. These visits give you a chance to: Ask your health care provider questions, Learn more about your diabetes and what you can do to keep your blood sugar in your target range, Make sure you are taking your medicines the right way , ",Diabetes - tests and checkups,0001185,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000082.htm,C0011860,T047,Disorders
What is (are) Diabetes - tests and checkups ?,0001185-2,information,"People who take control of their own  diabetes  care by eating healthy foods, living an active lifestyle, and taking medicines as prescribed often have good control of their blood sugar levels. Still, regular health checkups and tests are needed. These visits give you a chance to: Ask your health care provider questions, Learn more about your diabetes and what you can do to keep your blood sugar in your target range, Make sure you are taking your medicines the right way , ",Diabetes - tests and checkups,0001185,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000082.htm,C0011860,T047,Disorders
How to diagnose Diabetes - tests and checkups ?,0001185-6,exams and tests,No information found.,Diabetes - tests and checkups,0001185,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000082.htm,C0011860,T047,Disorders
How to diagnose Diabetes - tests and checkups ?,0001185-8,exams and tests,No information found.,Diabetes - tests and checkups,0001185,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000082.htm,C0011860,T047,Disorders
What is (are) Diabetes - what to ask your doctor - type 2 ?,0001186-1,information,"Type 2 diabetes , once diagnosed, is a lifelong disease that causes a high level of sugar (glucose) in your blood. It can damage your organs. It can also lead to a heart attack or stroke and cause many other health problems. You can do many things to control your symptoms, prevent damage due to diabetes, and make your life better. Below are questions you may want to ask your health care provider to help you take care of your diabetes.",Diabetes - what to ask your doctor - type 2,0001186,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000217.htm,C0011860,T047,Disorders
What is (are) Diabetes - when you are sick ?,0001187-1,information,"Waiting too long to get medical care when you are sick can lead to getting much sicker. When you have diabetes, a delay in getting care can be life threatening. Even a minor cold can make your diabetes harder to control. Uncontrolled diabetes can lead to more serious health problems.",Diabetes - when you are sick,0001187,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000079.htm,C0011860,T047,Disorders
What is the outlook for Diabetes - when you are sick ?,0001187-2,outlook,No information found.,Diabetes - when you are sick,0001187,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000079.htm,C0011860,T047,Disorders
Do I need to see a doctor for Diabetes - when you are sick ?,0001187-7,when to contact a medical professional,No information found.,Diabetes - when you are sick,0001187,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000079.htm,C0011860,T047,Disorders
What is (are) Diabetes and exercise ?,0001188-1,information,"Exercise is an important part of managing your  diabetes . If you are obese or overweight, exercise can help you manage your weight.",Diabetes and exercise,0001188,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000083.htm,C0011860,T047,Disorders
What is (are) Diabetes and eye disease ?,0001189-1,information,"Diabetes can harm the eyes. It can damage the small blood vessels in the retina, the back part of your eye. This condition is called diabetic retinopathy. Diabetes  also increases the chance of having glaucoma, cataracts, and other eye problems.",Diabetes and eye disease,0001189,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/001212.htm,C0011860,T047,Disorders
