question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
Is autoimmune Addison disease inherited ?,0000087-4,inheritance,"A predisposition to develop autoimmune Addison disease is passed through generations in families, but the inheritance pattern is unknown.",autoimmune Addison disease,0000087,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-addison-disease,C2103602,T047,Disorders
What are the treatments for autoimmune Addison disease ?,0000087-5,treatment,These resources address the diagnosis or management of autoimmune Addison disease:  - Genetic Testing Registry: Addison's disease  - MedlinePlus Encyclopedia: Addison's Disease   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,autoimmune Addison disease,0000087,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-addison-disease,C2103602,T047,Disorders
What is (are) autoimmune lymphoproliferative syndrome ?,0000088-1,information,"Autoimmune lymphoproliferative syndrome (ALPS) is an inherited disorder in which the body cannot properly regulate the number of immune system cells (lymphocytes). ALPS is characterized by the production of an abnormally large number of lymphocytes (lymphoproliferation). Accumulation of excess lymphocytes results in enlargement of the lymph nodes (lymphadenopathy), the liver (hepatomegaly), and the spleen (splenomegaly).  People with ALPS have an increased risk of developing cancer of the immune system cells (lymphoma) and may also be at increased risk of developing other cancers.  Autoimmune disorders are also common in ALPS. Autoimmune disorders occur when the immune system malfunctions and attacks the body's own tissues and organs. Most of the autoimmune disorders associated with ALPS target and damage blood cells. For example, the immune system may attack red blood cells (autoimmune hemolytic anemia), white blood cells (autoimmune neutropenia), or platelets (autoimmune thrombocytopenia). Less commonly, autoimmune disorders that affect other organs and tissues occur in people with ALPS. These disorders can damage the kidneys (glomerulonephritis), liver (autoimmune hepatitis), eyes (uveitis), nerves (Guillain-Barre syndrome), or the connective tissues (systemic lupus erythematosus) that provide strength and flexibility to structures throughout the body.  Skin problems, usually rashes or hives (urticaria), can occur in ALPS. Occasionally, affected individuals develop hardened skin with painful lumps or patches (panniculitis). Other rare signs and symptoms of ALPS include joint inflammation (arthritis), inflammation of blood vessels (vasculitis), mouth sores (oral ulcers), or an early loss of ovarian function (premature ovarian failure) may also occur in this disorder. Affected individuals can also develop neurological damage (organic brain syndrome) with symptoms that may include headaches, seizures, or a decline in intellectual functions (dementia).  ALPS can have different patterns of signs and symptoms, which are sometimes considered separate forms of the disorder. In the most common form, lymphoproliferation generally becomes apparent during childhood. Enlargement of the lymph nodes and spleen frequently occur in affected individuals. Autoimmune disorders typically develop several years later, most frequently as a combination of hemolytic anemia and thrombocytopenia, also called Evans syndrome. People with this classic form of ALPS have a greatly increased risk of developing lymphoma compared with the general population.  Other types of ALPS are very rare. In some affected individuals, severe lymphoproliferation begins around the time of birth, and autoimmune disorders and lymphoma develop at an early age. People with this pattern of signs and symptoms generally do not live beyond childhood. Another form of ALPS involves lymphoproliferation and the tendency to develop systemic lupus erythematosus. Individuals with this form of the disorder do not have an enlarged spleen.  Some people have signs and symptoms that resemble those of ALPS, but the specific pattern of these signs and symptoms or the genetic cause may be different than in other forms. Researchers disagree whether individuals with these non-classic forms should be considered to have ALPS or a separate condition.",autoimmune lymphoproliferative syndrome,0000088,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-lymphoproliferative-syndrome,C1328840,T047,Disorders
How many people are affected by autoimmune lymphoproliferative syndrome ?,0000088-2,frequency,ALPS is a rare disorder; its prevalence is unknown. More than 200 affected individuals have been identified worldwide.,autoimmune lymphoproliferative syndrome,0000088,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-lymphoproliferative-syndrome,C1328840,T047,Disorders
What are the genetic changes related to autoimmune lymphoproliferative syndrome ?,0000088-3,genetic changes,"Mutations in the FAS gene cause ALPS in approximately 75 percent of affected individuals. The FAS gene provides instructions for making a protein involved in cell signaling that results in the self-destruction of cells (apoptosis).  When the immune system is turned on (activated) to fight an infection, large numbers of lymphocytes are produced. Normally, these lymphocytes undergo apoptosis when they are no longer required. FAS gene mutations result in an abnormal protein that interferes with apoptosis. Excess lymphocytes accumulate in the body's tissues and organs and often begin attacking them, leading to autoimmune disorders. Interference with apoptosis allows cells to multiply without control, leading to the lymphomas and other cancers that occur in people with this disorder.  ALPS may also be caused by mutations in additional genes, some of which have not been identified.",autoimmune lymphoproliferative syndrome,0000088,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-lymphoproliferative-syndrome,C1328840,T047,Disorders
Is autoimmune lymphoproliferative syndrome inherited ?,0000088-4,inheritance,"In most people with ALPS, including the majority of those with FAS gene mutations, this condition is inherited in an autosomal dominant pattern, which means one copy of an altered gene in each cell is sufficient to cause the disorder. In these cases, an affected person usually inherits the mutation from one affected parent. Other cases with an autosomal dominant pattern result from new (de novo) gene mutations that occur early in embryonic development in people with no history of the disorder in their family.  In a small number of cases, including some cases caused by FAS gene mutations, ALPS is inherited in an autosomal recessive pattern, which means both copies of a gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.  ALPS can also arise from a mutation in lymphocytes that is not inherited but instead occurs during an individual's lifetime. This alteration is called a somatic mutation.",autoimmune lymphoproliferative syndrome,0000088,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-lymphoproliferative-syndrome,C1328840,T047,Disorders
What are the treatments for autoimmune lymphoproliferative syndrome ?,0000088-5,treatment,"These resources address the diagnosis or management of ALPS:  - Gene Review: Gene Review: Autoimmune Lymphoproliferative Syndrome  - Genetic Testing Registry: Autoimmune lymphoproliferative syndrome  - Genetic Testing Registry: Autoimmune lymphoproliferative syndrome type 1, autosomal recessive  - Genetic Testing Registry: Autoimmune lymphoproliferative syndrome, type 1a  - Genetic Testing Registry: Autoimmune lymphoproliferative syndrome, type 1b  - Genetic Testing Registry: Autoimmune lymphoproliferative syndrome, type 2  - Genetic Testing Registry: RAS-associated autoimmune leukoproliferative disorder  - National Institute of Allergy and Infectious Diseases (NIAID): ALPS Treatment   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",autoimmune lymphoproliferative syndrome,0000088,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-lymphoproliferative-syndrome,C1328840,T047,Disorders
"What is (are) autoimmune polyglandular syndrome, type 1 ?",0000089-1,information,"Autoimmune polyglandular syndrome, type 1 is an inherited condition that affects many of the body's organs. It is one of many autoimmune diseases, which are disorders that occur when the immune system malfunctions and attacks the body's tissues and organs by mistake.  In most cases, the signs and symptoms of autoimmune polyglandular syndrome, type 1 begin in childhood or adolescence. This condition is characterized by three specific features: mucocutaneous candidiasis, hypoparathyroidism, and Addison disease. Affected individuals typically have at least two of these features, and many have all three.  Mucocutaneous candidiasis is a fungal infection that affects the skin and mucous membranes, such as the moist lining of the nose and mouth. In children with autoimmune polyglandular syndrome, type 1, these infections last a long time and tend to recur. Many affected children also develop hypoparathyroidism, which is a malfunction of the parathyroid glands. These glands secrete a hormone that regulates the body's use of calcium and phosphorus. Hypoparathyroidism can cause a tingling sensation in the lips, fingers, and toes; muscle pain and cramping; weakness; and fatigue. The third major feature, Addison disease, results from a malfunction of the small hormone-producing glands on top of each kidney (adrenal glands). The main features of Addison disease include fatigue, muscle weakness, loss of appetite, weight loss, low blood pressure, and changes in skin coloring.  Autoimmune polyglandular syndrome, type 1 can cause a variety of additional signs and symptoms, although they occur less often. Complications of this disorder can affect the skin and nails, the gonads (ovaries and testicles), the eyes, a butterfly-shaped gland at the base of the neck called the thyroid, and the digestive system. Type 1 diabetes also occurs in some patients with this condition.","autoimmune polyglandular syndrome, type 1",0000089,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-polyglandular-syndrome-type-1,C0039082,T047,Disorders
"How many people are affected by autoimmune polyglandular syndrome, type 1 ?",0000089-2,frequency,"Autoimmune polyglandular syndrome, type 1 is thought to be a rare condition, with about 500 cases reported worldwide. This condition occurs more frequently in certain populations, including Iranian Jews, Sardinians, and Finns.","autoimmune polyglandular syndrome, type 1",0000089,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-polyglandular-syndrome-type-1,C0039082,T047,Disorders
"What are the genetic changes related to autoimmune polyglandular syndrome, type 1 ?",0000089-3,genetic changes,"Mutations in the AIRE gene cause autoimmune polyglandular syndrome, type 1.  The AIRE gene provides instructions for making a protein called the autoimmune regulator. As its name suggests, this protein plays a critical role in regulating certain aspects of immune system function. Specifically, it helps the body distinguish its own proteins and cells from those of foreign invaders (such as bacteria and viruses). This distinction is critical because to remain healthy, a person's immune system must be able to identify and destroy potentially harmful invaders while sparing the body's normal tissues.  Mutations in the AIRE gene reduce or eliminate the function of the autoimmune regulator protein. Without enough of this protein, the immune system can turn against itself and attack the body's own organs. This reaction, which is known as autoimmunity, results in inflammation and can damage otherwise healthy cells and tissues. Damage to the adrenal glands, parathyroid glands, and other organs underlies many of the major features of autoimmune polyglandular syndrome, type 1. It remains unclear why people with this condition tend to get candidiasis infections.  Although most of the characteristic features of autoimmune polyglandular syndrome, type 1 result from mutations in the AIRE gene, researchers believe that variations in other genes may help explain why the signs and symptoms of this condition can vary among affected individuals.","autoimmune polyglandular syndrome, type 1",0000089,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-polyglandular-syndrome-type-1,C0039082,T047,Disorders
"Is autoimmune polyglandular syndrome, type 1 inherited ?",0000089-4,inheritance,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","autoimmune polyglandular syndrome, type 1",0000089,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-polyglandular-syndrome-type-1,C0039082,T047,Disorders
"What are the treatments for autoimmune polyglandular syndrome, type 1 ?",0000089-5,treatment,"These resources address the diagnosis or management of autoimmune polyglandular syndrome, type 1:  - Genetic Testing Registry: Autoimmune polyglandular syndrome type 1, autosomal dominant  - Genetic Testing Registry: Autoimmune polyglandular syndrome type 1, with reversible metaphyseal dysplasia  - Genetic Testing Registry: Polyglandular autoimmune syndrome, type 1  - MedlinePlus Encyclopedia: Addison's Disease  - MedlinePlus Encyclopedia: Autoimmune Disorders  - MedlinePlus Encyclopedia: Cutaneous Candidiasis  - MedlinePlus Encyclopedia: Hypoparathyroidism   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","autoimmune polyglandular syndrome, type 1",0000089,GHR,https://ghr.nlm.nih.gov/condition/autoimmune-polyglandular-syndrome-type-1,C0039082,T047,Disorders
What is (are) autosomal dominant congenital stationary night blindness ?,0000090-1,information,"Autosomal dominant congenital stationary night blindness is a disorder of the retina, which is the specialized tissue at the back of the eye that detects light and color. People with this condition typically have difficulty seeing and distinguishing objects in low light (night blindness). For example, they are not able to identify road signs at night and some people cannot see stars in the night sky. Affected individuals have normal daytime vision and typically do not have other vision problems related to this disorder.  The night blindness associated with this condition is congenital, which means it is present from birth. This vision impairment tends to remain stable (stationary); it does not worsen over time.",autosomal dominant congenital stationary night blindness,0000090,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-congenital-stationary-night-blindness,C0339535,T019,Disorders
How many people are affected by autosomal dominant congenital stationary night blindness ?,0000090-2,frequency,"Autosomal dominant congenital stationary night blindness is likely a rare disease; however, its prevalence is unknown.",autosomal dominant congenital stationary night blindness,0000090,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-congenital-stationary-night-blindness,C0339535,T019,Disorders
What are the genetic changes related to autosomal dominant congenital stationary night blindness ?,0000090-3,genetic changes,"Mutations in the RHO, GNAT1, or PDE6B gene cause autosomal dominant congenital stationary night blindness. The proteins produced from these genes are necessary for normal vision, particularly in low-light conditions. These proteins are found in specialized light receptor cells in the retina called rods. Rods transmit visual signals from the eye to the brain when light is dim.  The RHO gene provides instructions for making a protein called rhodopsin, which is turned on (activated) by light entering the eye. Rhodopsin then attaches (binds) to and activates the protein produced from the GNAT1 gene, alpha ()-transducin. The -transducin protein then triggers the activation of a protein called cGMP-PDE, which is made up of multiple parts (subunits) including a subunit produced from the PDE6B gene. Activated cGMP-PDE triggers a series of chemical reactions that create electrical signals. These signals are transmitted from rod cells to the brain, where they are interpreted as vision.  Mutations in the RHO, GNAT1, or PDE6B gene disrupt the normal signaling that occurs within rod cells. As a result, the rods cannot effectively transmit signals to the brain, leading to a lack of visual perception in low light.",autosomal dominant congenital stationary night blindness,0000090,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-congenital-stationary-night-blindness,C0339535,T019,Disorders
Is autosomal dominant congenital stationary night blindness inherited ?,0000090-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",autosomal dominant congenital stationary night blindness,0000090,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-congenital-stationary-night-blindness,C0339535,T019,Disorders
What are the treatments for autosomal dominant congenital stationary night blindness ?,0000090-5,treatment,These resources address the diagnosis or management of autosomal dominant congenital stationary night blindness:  - Genetic Testing Registry: Congenital stationary night blindness   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,autosomal dominant congenital stationary night blindness,0000090,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-congenital-stationary-night-blindness,C0339535,T019,Disorders
What is (are) autosomal dominant hyper-IgE syndrome ?,0000091-1,information,"Autosomal dominant hyper-IgE syndrome (AD-HIES), also known as Job syndrome, is a condition that affects several body systems, particularly the immune system. Recurrent infections are common in people with this condition. Affected individuals tend to have frequent bouts of pneumonia, which are caused by certain kinds of bacteria that infect the lungs and cause inflammation. These infections often result in the formation of air-filled cysts (pneumatoceles) in the lungs. Recurrent skin infections and an inflammatory skin disorder called eczema are also very common in AD-HIES. These skin problems cause rashes, blisters, accumulations of pus (abscesses), open sores, and scaling.  AD-HIES is characterized by abnormally high levels of an immune system protein called immunoglobulin E (IgE) in the blood. IgE normally triggers an immune response against foreign invaders in the body, particularly parasitic worms, and plays a role in allergies. It is unclear why people with AD-HIES have such high levels of IgE.  AD-HIES also affects other parts of the body, including the bones and teeth. Many people with AD-HIES have skeletal abnormalities such as an unusually large range of joint movement (hyperextensibility), an abnormal curvature of the spine (scoliosis), reduced bone density (osteopenia), and a tendency for bones to fracture easily. Dental abnormalities are also common in this condition. The primary (baby) teeth do not fall out at the usual time during childhood but are retained as the adult teeth grow in. Other signs and symptoms of AD-HIES can include abnormalities of the arteries that supply blood to the heart muscle (coronary arteries), distinctive facial features, and structural abnormalities of the brain, which do not affect a person's intelligence.",autosomal dominant hyper-IgE syndrome,0000091,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hyper-ige-syndrome,C0022398,,Disorders
How many people are affected by autosomal dominant hyper-IgE syndrome ?,0000091-2,frequency,"This condition is rare, affecting fewer than 1 per million people.",autosomal dominant hyper-IgE syndrome,0000091,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hyper-ige-syndrome,C0022398,,Disorders
What are the genetic changes related to autosomal dominant hyper-IgE syndrome ?,0000091-3,genetic changes,"Mutations in the STAT3 gene cause most cases of AD-HIES. This gene provides instructions for making a protein that plays an important role in several body systems. To carry out its roles, the STAT3 protein attaches to DNA and helps control the activity of particular genes. In the immune system, the STAT3 protein regulates genes that are involved in the maturation of immune system cells, especially T cells. These cells help control the body's response to foreign invaders such as bacteria and fungi.  Changes in the STAT3 gene alter the structure and function of the STAT3 protein, impairing its ability to control the activity of other genes. A shortage of functional STAT3 blocks the maturation of T cells (specifically a subset known as Th17 cells) and other immune cells. The resulting immune system abnormalities make people with AD-HIES highly susceptible to infections, particularly bacterial and fungal infections of the lungs and skin. The STAT3 protein is also involved in the formation of cells that build and break down bone tissue, which could help explain why STAT3 gene mutations lead to the skeletal and dental abnormalities characteristic of this condition. It is unclear how STAT3 gene mutations lead to increased IgE levels.  When AD-HIES is not caused by STAT3 gene mutations, the genetic cause of the condition is unknown.",autosomal dominant hyper-IgE syndrome,0000091,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hyper-ige-syndrome,C0022398,,Disorders
Is autosomal dominant hyper-IgE syndrome inherited ?,0000091-4,inheritance,"AD-HIES has an autosomal dominant pattern of inheritance, which means one copy of an altered gene in each cell is sufficient to cause the disorder. In about half of all cases caused by STAT3 gene mutations, an affected person inherits the genetic change from an affected parent. Other cases result from new mutations in this gene. These cases occur in people with no history of the disorder in their family.",autosomal dominant hyper-IgE syndrome,0000091,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hyper-ige-syndrome,C0022398,,Disorders
What are the treatments for autosomal dominant hyper-IgE syndrome ?,0000091-5,treatment,These resources address the diagnosis or management of autosomal dominant hyper-IgE syndrome:  - Gene Review: Gene Review: Autosomal Dominant Hyper IgE Syndrome  - Genetic Testing Registry: Hyperimmunoglobulin E syndrome  - MedlinePlus Encyclopedia: Hyperimmunoglobulin E syndrome   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,autosomal dominant hyper-IgE syndrome,0000091,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hyper-ige-syndrome,C0022398,,Disorders
What is (are) autosomal dominant hypocalcemia ?,0000092-1,information,"Autosomal dominant hypocalcemia is characterized by low levels of calcium in the blood (hypocalcemia). Affected individuals can have an imbalance of other molecules in the blood as well, including too much phosphate (hyperphosphatemia) or too little magnesium (hypomagnesemia). Some people with autosomal dominant hypocalcemia also have low levels of a hormone called parathyroid hormone (hypoparathyroidism). This hormone is involved in the regulation of calcium levels in the blood. Abnormal levels of calcium and other molecules in the body can lead to a variety of signs and symptoms, although about half of affected individuals have no associated health problems.  The most common features of autosomal dominant hypocalcemia include muscle spasms in the hands and feet (carpopedal spasms) and muscle cramping, prickling or tingling sensations (paresthesias), or twitching of the nerves and muscles (neuromuscular irritability) in various parts of the body. More severely affected individuals develop seizures, usually in infancy or childhood. Sometimes, these symptoms occur only during episodes of illness or fever.  Some people with autosomal dominant hypocalcemia have high levels of calcium in their urine (hypercalciuria), which can lead to deposits of calcium in the kidneys (nephrocalcinosis) or the formation of kidney stones (nephrolithiasis). These conditions can damage the kidneys and impair their function. Sometimes, abnormal deposits of calcium form in the brain, typically in structures called basal ganglia, which help control movement.  A small percentage of severely affected individuals have features of a kidney disorder called Bartter syndrome in addition to hypocalcemia. These features can include a shortage of potassium (hypokalemia) and magnesium and a buildup of the hormone aldosterone (hyperaldosteronism) in the blood. The abnormal balance of molecules can raise the pH of the blood, which is known as metabolic alkalosis. The combination of features of these two conditions is sometimes referred to as autosomal dominant hypocalcemia with Bartter syndrome or Bartter syndrome type V.  There are two types of autosomal dominant hypocalcemia distinguished by their genetic cause. The signs and symptoms of the two types are generally the same.",autosomal dominant hypocalcemia,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,C0020598,T046,Disorders
How many people are affected by autosomal dominant hypocalcemia ?,0000092-2,frequency,The prevalence of autosomal dominant hypocalcemia is unknown. The condition is likely underdiagnosed because it often causes no signs or symptoms.,autosomal dominant hypocalcemia,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,C0020598,T046,Disorders
What are the genetic changes related to autosomal dominant hypocalcemia ?,0000092-3,genetic changes,"Autosomal dominant hypocalcemia is primarily caused by mutations in the CASR gene; these cases are known as type 1. A small percentage of cases, known as type 2, are caused by mutations in the GNA11 gene. The proteins produced from these genes work together to regulate the amount of calcium in the blood.  The CASR gene provides instructions for making a protein called the calcium-sensing receptor (CaSR). Calcium molecules attach (bind) to the CaSR protein, which allows this protein to monitor and regulate the amount of calcium in the blood. G11, which is produced from the GNA11 gene, is one component of a signaling protein that works in conjunction with CaSR. When a certain concentration of calcium is reached, CaSR stimulates G11 to send signals to block processes that increase the amount of calcium in the blood.  Mutations in the CASR or GNA11 gene lead to overactivity of the respective protein. The altered CaSR protein is more sensitive to calcium, meaning even low levels of calcium can trigger it to stimulate G11 signaling. Similarly, the altered G11 protein continues to send signals to prevent calcium increases, even when levels in the blood are very low. As a result, calcium levels in the blood remain low, causing hypocalcemia. Calcium plays an important role in the control of muscle movement, and a shortage of this molecule can lead to cramping or twitching of the muscles. Impairment of the processes that increase calcium can also disrupt the normal regulation of other molecules, such as phosphate and magnesium, leading to other signs of autosomal dominant hypocalcemia. Studies show that the lower the amount of calcium in the blood, the more severe the symptoms of the condition are.",autosomal dominant hypocalcemia,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,C0020598,T046,Disorders
Is autosomal dominant hypocalcemia inherited ?,0000092-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.  In most cases, an affected person inherits the mutation from one affected parent. A small number of cases result from new mutations in the gene and occur in people with no history of the disorder in their family.",autosomal dominant hypocalcemia,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,C0020598,T046,Disorders
What are the treatments for autosomal dominant hypocalcemia ?,0000092-5,treatment,These resources address the diagnosis or management of autosomal dominant hypocalcemia:  - Genetic Testing Registry: Autosomal dominant hypocalcemia   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,autosomal dominant hypocalcemia,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,C0020598,T046,Disorders
What is (are) autosomal dominant nocturnal frontal lobe epilepsy ?,0000093-1,information,"Autosomal dominant nocturnal frontal lobe epilepsy (ADNFLE) is an uncommon form of epilepsy that runs in families. This disorder causes seizures that usually occur at night (nocturnally) while an affected person is sleeping. Some people with ADNFLE also have seizures during the day.  The seizures characteristic of ADNFLE tend to occur in clusters, with each one lasting from a few seconds to a few minutes. Some people have mild seizures that simply cause them to wake up from sleep. Others have more severe episodes that can include sudden, repetitive movements such as flinging or throwing motions of the arms and bicycling movements of the legs. The person may get out of bed and wander around, which can be mistaken for sleepwalking. The person may also cry out or make moaning, gasping, or grunting sounds. These episodes are sometimes misdiagnosed as nightmares, night terrors, or panic attacks.  In some types of epilepsy, including ADNFLE, a pattern of neurological symptoms called an aura often precedes a seizure. The most common symptoms associated with an aura in people with ADNFLE are tingling, shivering, a sense of fear, dizziness (vertigo), and a feeling of falling or being pushed. Some affected people have also reported a feeling of breathlessness, overly fast breathing (hyperventilation), or choking. It is unclear what brings on seizures in people with ADNFLE. Episodes may be triggered by stress or fatigue, but in most cases the seizures do not have any recognized triggers.  The seizures associated with ADNFLE can begin anytime from infancy to mid-adulthood, but most begin in childhood. The episodes tend to become milder and less frequent with age. In most affected people, the seizures can be effectively controlled with medication.  Most people with ADNFLE are intellectually normal, and there are no problems with their brain function between seizures. However, some people with ADNFLE have experienced psychiatric disorders (such as schizophrenia), behavioral problems, or intellectual disability. It is unclear whether these additional features are directly related to epilepsy in these individuals.",autosomal dominant nocturnal frontal lobe epilepsy,0000093,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-nocturnal-frontal-lobe-epilepsy,C3696898,T047,Disorders
How many people are affected by autosomal dominant nocturnal frontal lobe epilepsy ?,0000093-2,frequency,ADNFLE appears to be an uncommon form of epilepsy; its prevalence is unknown. This condition has been reported in more than 100 families worldwide.,autosomal dominant nocturnal frontal lobe epilepsy,0000093,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-nocturnal-frontal-lobe-epilepsy,C3696898,T047,Disorders
What are the genetic changes related to autosomal dominant nocturnal frontal lobe epilepsy ?,0000093-3,genetic changes,"Mutations in the CHRNA2, CHRNA4, and CHRNB2 genes can cause ADNFLE. These genes provide instructions for making different parts (subunits) of a larger molecule called a neuronal nicotinic acetylcholine receptor (nAChR). This receptor plays an important role in chemical signaling between nerve cells (neurons) in the brain.  Communication between neurons depends on chemicals called neurotransmitters, which are released from one neuron and taken up by neighboring neurons. Researchers believe that mutations in the CHRNA2, CHRNA4, and CHRNB2 genes affect the normal release and uptake of certain neurotransmitters in the brain. The resulting changes in signaling between neurons likely trigger the abnormal brain activity associated with seizures.  The seizures associated with ADNFLE begin in areas of the brain called the frontal lobes. These regions of the brain are involved in many critical functions, including reasoning, planning, judgment, and problem-solving. It is unclear why mutations in the CHRNA2, CHRNA4, and CHRNB2 genes cause seizures in the frontal lobes rather than elsewhere in the brain. Researchers are also working to determine why these seizures occur most often during sleep.  The genetic cause of ADNFLE has been identified in only a small percentage of affected families. In some cases, a gene other than those that make up the nAChR are involved. In the remaining families, the cause of the condition is unknown. Researchers are searching for other genetic changes, including mutations in other subunits of nAChR, that may underlie the condition.",autosomal dominant nocturnal frontal lobe epilepsy,0000093,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-nocturnal-frontal-lobe-epilepsy,C3696898,T047,Disorders
Is autosomal dominant nocturnal frontal lobe epilepsy inherited ?,0000093-4,inheritance,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to raise the risk of developing epilepsy. About 70 percent of people who inherit a mutation in the CHRNA2, CHRNA4, or CHRNB2 gene will develop seizures. In most cases, an affected person has one affected parent and other relatives with the condition. Other cases are described as sporadic, which means an affected person has no family history of the disorder.",autosomal dominant nocturnal frontal lobe epilepsy,0000093,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-nocturnal-frontal-lobe-epilepsy,C3696898,T047,Disorders
What are the treatments for autosomal dominant nocturnal frontal lobe epilepsy ?,0000093-5,treatment,"These resources address the diagnosis or management of ADNFLE:  - Gene Review: Gene Review: Autosomal Dominant Nocturnal Frontal Lobe Epilepsy  - Genetic Testing Registry: Epilepsy, nocturnal frontal lobe, type 1  - Genetic Testing Registry: Epilepsy, nocturnal frontal lobe, type 2  - Genetic Testing Registry: Epilepsy, nocturnal frontal lobe, type 3  - Genetic Testing Registry: Epilepsy, nocturnal frontal lobe, type 4  - MedlinePlus Encyclopedia: Epilepsy   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",autosomal dominant nocturnal frontal lobe epilepsy,0000093,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-nocturnal-frontal-lobe-epilepsy,C3696898,T047,Disorders
