question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
Are there safety concerns or special precautions about Ciclesonide Oral Inhalation ?,0000247-4,precautions,"Before using ciclesonide inhalation, tell your doctor and pharmacist if you are allergic to ciclesonide, any other medications, or any of the ingredients in ciclesonide inhalation. Ask your pharmacist for a list of the ingredients., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking or plan to take. Your doctor may need to change the doses of your medications or monitor you carefully for side effects., do not use ciclesonide during an asthma attack. Your doctor will prescribe a short-acting inhaler to use during asthma attacks. Call your doctor if you have an asthma attack that does not stop when using the fast-acting asthma medication, or if you need to use more of the fast-acting medication than usual., tell your doctor if you have been on bedrest or unable to move around for a long time, or if you or anyone in your family has or has ever had osteoporosis (a condition in which the bones become thin and weak and break easily). Tell your doctor if you have or have ever had tuberculosis (TB: a type of lung infection), seizures, cataracts (clouding of the lens of the eye), or glaucoma (condition in which increased pressure in the eye can lead to gradual loss of vision). Also tell your doctor if you have any type of untreated infection anywhere in your body or a herpes eye infection (a type of infection that causes a sore on the eyelid or eye surface)., tell your doctor if you are pregnant, plan to become pregnant, or are breastfeeding. If you become pregnant while using ciclesonide inhalation, call your doctor., if you are having surgery, including dental surgery, tell the doctor or dentist that you are using ciclesonide inhalation., if you have any other medical conditions, such as asthma, arthritis, or eczema (a skin disease), they may worsen when your oral steroid dose is decreased. Tell your doctor if this happens or if you experience any of the following symptoms during this time: extreme tiredness, muscle weakness, or pain; sudden pain in stomach, lower body, or legs; loss of appetite; weight loss; upset stomach; vomiting; diarrhea; dizziness; fainting; depression; irritability; and darkening of skin. Your body may be less able to cope with stress such as surgery, illness, severe asthma attack, or injury during this time. Call your doctor right away if you get sick and be sure that all healthcare providers who treat you know that you recently replaced your oral steroid with ciclesonide inhalation. Carry a card or wear a medical identification bracelet to let emergency personnel know that you may need to be treated with steroids in an emergency., tell your doctor if you have never had chickenpox or measles and you have not been vaccinated against these infections. Stay away from people who are sick, especially people who have chickenpox or measles. If you are exposed to one of these infections or if you develop symptoms of one of these infections, call your doctor right away. You may need treatment to protect you from these infections., you should know that ciclesonide inhalation sometimes causes wheezing and difficulty breathing immediately after it is inhaled. If this happens, use your fast-acting (rescue) asthma medication right away and call your doctor. Do not use ciclesonide inhalation again unless your doctor tells you that you should., ",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What special dietary instructions should I follow with Ciclesonide Oral Inhalation ?,0000247-5,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What should I do if I forget a dose of Ciclesonide Oral Inhalation ?,0000247-6,forget a dose,Skip the missed dose and continue your regular dosing schedule. Do not use a double dose to make up for a missed one.,Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What are the side effects or risks of Ciclesonide Oral Inhalation ?,0000247-7,side effects,"Ciclesonide inhalation may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 headache, stuffy or runny nose, sore or irritated throat, swelling of nose, throat, and sinuses, painful white patches in the mouth or throat, hoarseness, joint pain, pain in arms, back, and legs,  Some side effects can be serious. If you experience any of the following symptoms or those in the SPECIAL PRECAUTIONS section, call your doctor immediately or get emergency medical treatment:

 hives, rash, itching, swelling of the face, throat, tongue, or lips, difficulty breathing or swallowing, chest pain or tightness,  Ciclesonide may cause children to grow more slowly. Your child's doctor will watch your child's growth carefully while your child is using ciclesonide inhalation. Talk to your child's doctor about the risks of giving this medication to your child. Ciclesonide may increase the risk that you will develop glaucoma or cataracts. You will probably need to have regular eye exams during your treatment with ciclesonide. Tell your doctor if you have any of the following: pain, redness, or discomfort of the eyes, blurred vision, seeing halos or bright colors around lights, or any other changes in vision. Talk to your doctor about the risks of using this medication. Ciclesonide inhalation may increase your risk of developing osteoporosis. Talk to your doctor about the risks of using this medication. Ciclesonide inhalation may cause other side effects. Call your doctor if you have any unusual problems while using this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What should I know about storage and disposal of Ciclesonide Oral Inhalation ?,0000247-8,storage and disposal,"Store your ciclesonide inhaler out of reach of children, at room temperature, and away from excess heat and moisture (not in the bathroom). Do not store the inhaler near a heat source or an open flame. Protect the inhaler from freezing and direct sunlight. Do not puncture the aerosol container and do not throw it away in an incinerator or fire. Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What other information should I know about Ciclesonide Oral Inhalation ?,0000247-9,other information,"Keep all appointments with your doctor. Do not let anyone else use your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
What are the brand names of Ciclesonide Oral Inhalation ?,0000247-10,brand names,"Alvesco ® , ",Ciclesonide Oral Inhalation,0000247,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a609004.html,,,
Who should get Ciclopirox Topical and why is it prescribed ?,0000248-1,indication,"Ciclopirox topical solution is used along with regular nail trimming to treat fungal infections of the fingernails and toenails (an infection that may cause nail discoloration, splitting and pain). Ciclopirox is in a class of medications called antifungals. It works by stopping the growth of nail fungus.",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
How should Ciclopirox Topical be used and what is the dosage ?,0000248-2,usage,"Ciclopirox comes as a solution to apply to nails and the skin immediately surrounding and under the nails. It is usually applied once a day. To help you remember to use ciclopirox, apply it around the same time every day, usually at bedtime. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use ciclopirox exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor. Ciclopirox is used to improve the condition of nails, but may not completely cure nail fungus. It may take 6 months or longer before you notice that your nails are getting better. Continue to use ciclopirox daily as directed. Do not stop using ciclopirox without talking to your doctor. Ciclopirox topical solution will work best if you trim your nails regularly during your treatment. You should remove all loose nail or nail material using a nail clipper or nail file before you begin treatment and every week during your treatment. Your doctor will show you how to do this. Your doctor will also trim your nails once each month during your treatment. Only apply ciclopirox topical solution to your nails and the skin under and around your nails. Be careful not to get the solution on any other areas of the skin or parts of your body, especially in or near your eyes, nose, mouth, or vagina. Do not use nail polish or other nail cosmetic products on nails treated with ciclopirox topical solution. Do not take a bath, shower, or swim for at least 8 hours after applying ciclopirox topical solution. Ciclopirox topical solution may catch fire. Do not use this medication near heat or an open flame, such as a cigarette. To use ciclopirox topical solution, follow these steps:

 Be sure that you have trimmed your nails properly before your first treatment., Use the applicator brush attached to the bottle cap to apply ciclopirox topical solution evenly to all affected nails. Also apply the solution to the underside of the nail and the skin beneath it if you can reach these areas., Wipe off the bottle cap and neck and replace the cap tightly on the bottle., Let the solution dry for about 30 seconds before you put on socks or stockings., When it is time for your next dose, apply ciclopirox topical solution over the medication that is already on your nails., Once a week, remove all the ciclopirox from your nail(s) with a cotton square or tissue soaked with rubbing alcohol. Then, remove as much of the damaged nail as possible using scissors, nail clippers, or nail files., ",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
Are there safety concerns or special precautions about Ciclopirox Topical ?,0000248-4,precautions,"Before using ciclopirox topical solution, tell your doctor and pharmacist if you are allergic to ciclopirox or any other medications., tell your doctor and pharmacist what other prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking. Be sure to mention any of the following: inhaled steroids such as beclomethasone (Beconase, Vancenase), budesonide (Pulmicort, Rhinocort), flunisolide (AeroBid); fluticasone (Advair, Flonase, Flovent), mometasone (Nasonex), and triamcinolone (Azmacort, Nasacort, Tri-Nasal); oral medications to treat fungal infections such as fluconazole (Diflucan), itraconazole (Sporanox), ketoconazole (Nizoral), terbinafine (Lamisil) and voriconazole (Vfend); medications for seizures; and steroid creams, lotions, or ointments such as alclometasone (Aclovate), betamethasone (Alphatrex, Betatrex, Diprolene, others), clobetasol (Cormax, Temovate), desonide (DesOwen, Tridesilon), desoximetasone (Topicort), diflorasone (Maxiflor, Psorcon), fluocinolone (DermaSmoothe, Synalar), fluocinonide (Lidex), flurandrenolide (Cordran), halcinonide (Halor), hydrocortisone (Cortizone, Westcort, others), mometasone (Elocon), prednicarbate (Dermatop), and triamcinolone (Aristocort, Kenalog, others). Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you have or have ever had an organ transplant, if you have recently had chicken pox, and if you have or have ever had any disease that affects your immune system, such as human immunodeficiency virus (HIV) or acquired immunodeficiency syndrome (AIDS) or severe combined immunodeficiency syndrome (SCID); cancer; cold sores; diabetes; flaky, itchy, or crusty skin; genital herpes (sexually transmitted disease that causes painful blisters on reproductive organs); shingles (painful blisters caused by the chicken pox virus); fungal infections on your skin such as athlete's foot and ringworm (ring-shaped discolored patches of scales and blisters on the skin, hair, or nails); peripheral vascular disease (narrowing of blood vessels in feet, legs, or arms causing numbness, pain, or coldness in that part of the body); or seizures., tell your doctor if you are pregnant, plan to become pregnant, or are breast-feeding. If you become pregnant while taking ciclopirox, call your doctor., you should know that you should keep your nails clean and dry during treatment with ciclopirox topical solution. Do not share nail care tools. Use different tools for infected and healthy nails. If your toenails are affected, wear well-fitting, low heeled shoes, and change them change frequently, and do not go barefoot in public areas. Wear protective shoes and gloves when playing sports, using strong cleaners, or during work that might injure or irritate fingernails and toenails., ",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What special dietary instructions should I follow with Ciclopirox Topical ?,0000248-5,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What should I do if I forget a dose of Ciclopirox Topical ?,0000248-6,forget a dose,"Apply the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not apply a double dose to make up for a missed one.",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What are the side effects or risks of Ciclopirox Topical ?,0000248-7,side effects,"Ciclopirox topical solution may cause side effects. Tell your doctor if the following symptom is severe or does not go away:

 redness at the place where you applied ciclopirox,  Some side effects can be serious. The following symptoms are uncommon, but if you experience any of them, call your doctor immediately:

 irritation, itching, burning, blistering, swelling, or oozing at the place where you applied ciclopirox, pain at the affected nail(s) or surrounding area, discoloration or change in shape of nail(s), ingrown nail(s),  Ciclopirox topical solution may cause other side effects. Call your doctor if you have any unusual problems while taking this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What should I know about storage and disposal of Ciclopirox Topical ?,0000248-8,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess heat and moisture (not in the bathroom). Keep the bottle of ciclopirox topical solution in the package it came in, away from light. Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What other information should I know about Ciclopirox Topical ?,0000248-9,other information,"Keep all appointments with your doctor. Do not let anyone else use your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What are the brand names of Ciclopirox Topical ?,0000248-10,brand names,"Penlac ®  Nail Lacquer, ",Ciclopirox Topical,0000248,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a604021.html,,,
What important warning or information should I know about Cidofovir Injection ?,0000249-1,important warning,"Cidofovir injection can cause kidney damage. Tell your doctor if you have or have ever had kidney disease. Tell your doctor if you are taking or have recently taken any other medications that may cause kidney damage, some of which include amikacin, amphotericin B (Abelcet, Ambisome), foscarnet (Foscavir), gentamicin, pentamidine (Pentam 300), tobramycin, vancomycin (Vancocin), and nonsteroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen (Advil, Motrin) and naproxen (Naprosyn, Aleve). Your doctor will probably tell you not to use cidofovir injection if you are taking or using one or more of these medications. Keep all appointments with your doctor and the laboratory. Your doctor will order certain lab tests before, during, after your treatment to check your response to cidofovir injection. Cidofovir injection has caused birth defects and problems with sperm production in animals. This medication has not been studied in humans, but it is possible that it may also cause birth defects in babies whose mothers received cidofovir injection during pregnancy. You should not use cidofovir injection while you are pregnant or plan to become pregnant unless your doctor decides that this is the best treatment for your condition. Cidofovir injection has caused tumors in laboratory animals. Talk to your doctor about the possible risks of using cidofovir injection.",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What other information should I know about Cidofovir Injection ?,0000249-2,other information,"Keep all appointments with your eye doctor. You should have regularly scheduled eye exams during your treatment with cidofovir injection. Ask your pharmacist any questions you have about cidofovir injection. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
Are there safety concerns or special precautions about Cidofovir Injection ?,0000249-3,precautions,"Before using cidofovir injection, tell your doctor and pharmacist if you are allergic to cidofovir, probenecid (Probalan, in Col-Probenecid), sulfa-containing medications, any other medications, or any of the ingredients in cidofovir injection. Ask your pharmacist for a list of the ingredients., tell your doctor and pharmacist what other prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking or plan to take. Be sure to mention the medications listed in the IMPORTANT WARNING section and any of the following: acetaminophen; acyclovir (Zovirax); angiotensin-converting enzyme inhibitors such as benazepril (Lotensin, in Lotrel), captopril, enalapril (Vasotec, Vaseretic), fosinopril, lisinopril (Qbrelis, in Prinzide, in Zestoretic); aspirin; barbiturates such as phenobarbital; benzodiazepines such as lorazepam (Ativan); bumetanide (Bumex); famotidine (Pepcid); furosemide (Lasix); methotrexate (Otrexup, Rasuvo, Trexall); theophylline (Elixophyllin, Theo-24); and zidovudine (Retrovir, in Combivir). Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you are pregnant or plan to become pregnant. If you are a female using cidofovir injection, you should use effective birth control while receiving cidofovir and for 1 month after your final dose. Talk to your doctor about birth control methods that you can use during and after your treatment. If you are a male using cidofovir and your partner can become pregnant, you should use a barrier method (condom or diaphragm with spermicide) while you are using cidofovir injection and for 3 months after your final dose. If you or your partner becomes pregnant while receiving cidofovir, call your doctor immediately., tell your doctor if you are breastfeeding. Do not breastfeed if you are infected with human immunodeficiency virus (HIV) or AIDS or are using cidofovir., ",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What are the side effects or risks of Cidofovir Injection ?,0000249-5,side effects,"Cidofovir injection may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 vomiting, nausea, diarrhea, loss of appetite, headache, hair loss, sores on the lips, mouth, or throat,  Some side effects can be serious. If you experience any of these symptoms, call your doctor immediately:

 rash, eye pain or redness, vision changes such as light sensitivity or blurred vision, fever, chills, or cough, shortness of breath, pale skin,  Cidofovir injection may cause other side effects. Call your doctor if you have any unusual problems while receiving this medication. If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What should I know about storage and disposal of Cidofovir Injection ?,0000249-6,storage and disposal,No information found.,Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What to do in case of emergency or overdose of Cidofovir Injection ?,0000249-7,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911.",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What are the brand names of Cidofovir Injection ?,0000249-9,brand names,"Vistide ® ¶ , ",Cidofovir Injection,0000249,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a696037.html,,,
What important warning or information should I know about Cilostazol ?,0000250-1,important warning,Medications similar to cilostazol caused an increased risk of death in patients with congestive heart failure (condition in which the heart is unable to pump enough blood to the other parts of the body). Tell your doctor if you have or have ever had congestive heart failure. Your doctor will probably tell you not to take cilostazol. Talk to your doctor about the risks of taking cilostazol.,Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
Who should get Cilostazol and why is it prescribed ?,0000250-2,indication,Cilostazol is used to reduce the symptoms of intermittent claudication (pain in the legs that worsens when walking and improves when resting that is caused by narrowing of the blood vessels that supply blood to the legs). Cilostazol is in a class of medications called platelet-aggregation inhibitors (antiplatelet medications).  It works by improving blood flow to the legs.,Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
How should Cilostazol be used and what is the dosage ?,0000250-3,usage,"Cilostazol comes as a tablet to take by mouth. It is usually taken twice a day, at least 30 minutes before or 2 hours after breakfast and dinner. Take cilostazol at around the same times every day. Follow the directions on the prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take cilostazol exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Cilostazol controls the symptoms of intermittent claudication but does not cure it. Although you may notice improvements in 2 to 4 weeks, it may take up to 12 weeks before you notice the full benefit (increased walking distance) of cilostazol. Continue taking cilostazol even if you feel well. Do not stop taking cilostazol without talking to your doctor.",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
Are there safety concerns or special precautions about Cilostazol ?,0000250-5,precautions,"Before taking cilostazol, tell your doctor and pharmacist if you are allergic to cilostazol, any other medications, or any of the ingredients in cilostazol. Ask your pharmacist for a list of the ingredients., tell your doctor and pharmacist what other prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking or plan to take. Be sure to mention any of the following: anticoagulants (''blood thinners'') such as warfarin (Coumadin); aspirin; antifungal medications such as fluconazole (Diflucan), itraconazole (Sporanox), and ketoconazole (Nizoral); antiplatelet medications such as clopidogrel (Plavix), prasugrel (Effient), and ticlopidine (Ticlid); clarithromycin (Biaxin); diltiazem (Cardizem, Dilacor, Tiazac, others); erythromycin (E-mycin, Ery-Tab, others); fluoxetine (Prozac); fluvoxamine (Luvox); nefazadone; omeprazole (Prilosec); and sertraline (Zoloft). Your doctor may need to change the doses of your medications or monitor you carefully for side effects., tell your doctor if you have bleeding ulcers (sores in the lining of the stomach or small intestine that are bleeding), bleeding in the brain, bleeding from any other part of your body, a low number of platelets in your blood, or any other condition that causes severe bleeding. Your doctor will probably tell you not to take cilostazol., tell your doctor if you have or have ever had heart, kidney, or liver disease., tell your doctor if you are pregnant, plan to become pregnant, or are breast-feeding. If you become pregnant while taking cilostazol, call your doctor., ",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What should I do if I forget a dose of Cilostazol ?,0000250-6,forget a dose,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one.",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What are the side effects or risks of Cilostazol ?,0000250-7,side effects,"Cilostazol may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

 headache, diarrhea, dizziness, heartburn, nausea, stomach pain, muscle pain,  Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately:

 fast or irregular heartbeat, unusual bleeding or bruising, swelling of the arms, hands, feet, ankles, or lower legs,  If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online ( http://www.fda.gov/Safety/MedWatch ) or by phone (1-800-332-1088).",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What should I know about storage and disposal of Cilostazol ?,0000250-8,storage and disposal,"Keep this medication in the container it came in, tightly closed, and out of reach of children. Store it at room temperature and away from excess heat and moisture (not in the bathroom). Unneeded medications should be disposed of in special ways to ensure that pets, children, and other people cannot consume them.  However, you should not flush this medication down the toilet. Instead, the best way to dispose of your medication is through a medicine take-back program. Talk to your pharmacist or contact your local garbage/recycling department to learn about take-back programs in your community.  See the FDA's Safe Disposal of Medicines website ( http://goo.gl/c4Rm4p ) for more information if you do not have access to a take-back program. It is important to keep all medication out of sight and reach of children as many containers (such as weekly pill minders and those for eye drops, creams, patches, and inhalers) are not child-resistant and young children can open them easily. To protect young children from poisoning, always lock safety caps and immediately place the medication in a safe location – one that is up and away and out of their sight and reach.  http://www.upandaway.org",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What to do in case of emergency or overdose of Cilostazol ?,0000250-9,emergency or overdose,"In case of overdose, call the poison control helpline at 1-800-222-1222. Information is also available online at  https://www.poisonhelp.org/help . If the victim has collapsed, had a seizure, has trouble breathing, or can't be awakened, immediately call emergency services at 911. Symptoms of overdose may include the following:

 severe headache, dizziness, fainting, diarrhea, fast or irregular heartbeat, ",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What other information should I know about Cilostazol ?,0000250-10,other information,"Keep all appointments with your doctor. Do not let anyone else take your medication. Ask your pharmacist any questions you have about refilling your prescription. It is important for you to keep a written list of all of the prescription and nonprescription (over-the-counter) medicines you are taking, as well as any products such as vitamins, minerals, or other dietary supplements. You should bring this list with you each time you visit a doctor or if you are admitted to a hospital. It is also important information to carry with you in case of emergencies.",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
What are the brand names of Cilostazol ?,0000250-11,brand names,"Pletal ® , ",Cilostazol,0000250,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601038.html,,,
Who should get Cimetidine and why is it prescribed ?,0000251-1,indication,"Cimetidine is used to treat ulcers; gastroesophageal reflux disease (GERD), a condition in which backward flow of acid from the stomach causes heartburn and injury of the food pipe (esophagus); and conditions where the stomach produces too much acid, such as Zollinger-Ellison syndrome. Over-the-counter cimetidine is used to prevent and treat symptoms of heartburn associated with acid indigestion and sour stomach. Cimetidine is in a class of medications called H 2  blockers. It decreases the amount of acid made in the stomach.",Cimetidine,0000251,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682256.html,,,
How should Cimetidine be used and what is the dosage ?,0000251-2,usage,"Cimetidine comes as a tablet and a liquid to take by mouth. It is usually taken once a day at bedtime or two to four times a day with meals and at bedtime. Over-the-counter cimetidine is usually taken once or twice a day with a glass of water. To prevent symptoms, it is taken within 30 minutes before eating or drinking foods that cause heartburn. Follow the directions on your prescription or the package label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take cimetidine exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Do not take over-the-counter cimetidine for longer than 2 weeks unless your doctor tells you to. If symptoms of heartburn, acid indigestion, or sour stomach last longer than 2 weeks, stop taking cimetidine and call your doctor.",Cimetidine,0000251,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682256.html,,,
Are there safety concerns or special precautions about Cimetidine ?,0000251-4,precautions,"Before taking cimetidine, tell your doctor and pharmacist if you are allergic to cimetidine or any other medications., tell your doctor and pharmacist what prescription and nonprescription medications, vitamins, nutritional supplements, and herbal products you are taking. Be sure to mention any of the following: anticoagulants ('blood thinners') such as warfarin (Coumadin); antidepressants (mood elevators) such as amitriptyline (Elavil), amoxapine (Asendin), clomipramine (Anafranil), desipramine (Norpramin), doxepin (Adapin, Sinequan), imipramine (Tofranil), nortriptyline (Aventyl, Pamelor), protriptyline (Vivactil), and trimipramine (Surmontil); chlordiazepoxide (Librium); clopidogrel (Plavix), diazepam (Valium); lidocaine (Xylocaine); metronidazole (Flagyl); nifedipine (Adalat, Procardia); phenytoin (Dilantin); propranolol (Inderal); and theophylline (Theobid, Theo-Dur). Your doctor may need to change the doses of your medications or monitor you carefully for side effects., if you are taking antacids (Maalox, Mylanta, Tums), digoxin (Lanoxin), ketoconazole (Nizoral), or iron salts, take them 2 hours before cimetidine., tell your doctor if you have or have ever had human immunodeficiency virus (HIV), acquired immunodeficiency syndrome (AIDS), or kidney or liver disease., tell your doctor if you are pregnant, plan to become pregnant, or are breastfeeding. If you become pregnant while taking cimetidine, call your doctor., ",Cimetidine,0000251,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682256.html,,,
What special dietary instructions should I follow with Cimetidine ?,0000251-5,dietary,"Unless your doctor tells you otherwise, continue your normal diet.",Cimetidine,0000251,MPlusDrugs,https://www.nlm.nih.gov/medlineplus/druginfo/meds/a682256.html,,,
